ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,time_dt,floating_at_end,floating_at_low,direction,date
3739438,11072211,2026-08-28 22:03:09,1787954589273,0,0,26011001,11072211,3,0.01,4462.22,0.0,0.0,0.0,0.0,XAUUSD.u,STR B2,,2026-08-28 22:03:09,-5.770000000000437,-16.470000000000255,BUY,2026-08-28
3739356,11072209,2026-08-28 21:57:00,1787954220000,0,0,26011001,11072209,3,0.01,4460.73,0.0,0.0,0.0,0.0,XAUUSD.u,STR B1,,2026-08-28 21:57:00,-4.279999999999745,-14.979999999999563,BUY,2026-08-28
3739675,11072216,2026-08-28 22:56:18,1787957778955,1,0,26011001,11072216,3,0.01,4453.28,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-28 22:56:18,-3.1700000000000728,7.529999999999745,SELL,2026-08-28
3739538,11072214,2026-08-28 22:22:57,1787955777873,1,0,26011001,11072214,3,0.01,4454.77,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 22:22:57,-1.6799999999993815,9.020000000000437,SELL,2026-08-28
3739413,11072212,2026-08-28 22:00:05,1787954405828,1,0,26011001,11072212,3,0.01,4456.26,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 22:00:05,-0.18999999999959982,10.510000000000218,SELL,2026-08-28
3347105,0,2026-08-21 12:48:18,1787316498147,2,0,0,0,0,0.0,0.0,0.0,0.0,1000.0,0.0,,Deposit from #USDT TRC20,,2026-08-21 12:48:18,-0.0,-0.0,SELL,2026-08-21
3730870,11058933,2026-08-28 18:22:39,1787941359657,1,0,26011001,11058933,3,0.01,4465.53,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-28 18:22:39,9.079999999999927,19.779999999999745,SELL,2026-08-28
3730850,11058930,2026-08-28 18:22:37,1787941357042,1,0,26011001,11058930,3,0.01,4467.02,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 18:22:37,10.570000000000618,21.270000000000437,SELL,2026-08-28
3730841,11058928,2026-08-28 18:22:35,1787941355742,1,0,26011001,11058928,3,0.01,4468.51,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 18:22:35,12.0600000000004,22.76000000000022,SELL,2026-08-28
3731152,11059290,2026-08-28 18:25:27,1787941527013,1,0,26011001,11059290,3,0.01,4470.0,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-28 18:25:27,13.550000000000182,24.25,SELL,2026-08-28
3732392,11059746,2026-08-28 18:44:43,1787942683778,1,0,26011001,11059746,3,0.06,4467.46,0.0,0.0,0.0,0.0,XAUUSD.u,STR S10,,2026-08-28 18:44:43,66.06000000000131,130.26000000000022,SELL,2026-08-28
3732370,11059744,2026-08-28 18:44:18,1787942658743,1,0,26011001,11059744,3,0.06,4468.95,0.0,0.0,0.0,0.0,XAUUSD.u,STR S9,,2026-08-28 18:44:18,75.0,139.1999999999989,SELL,2026-08-28
3727419,11054980,2026-08-28 17:49:11,1787939351338,1,0,26011001,11054980,3,0.01,4531.88,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 17:49:11,75.43000000000029,86.13000000000011,SELL,2026-08-28
3727379,11054977,2026-08-28 17:48:43,1787939323675,1,0,26011001,11054977,3,0.01,4533.39,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 17:48:43,76.94000000000051,87.64000000000033,SELL,2026-08-28
3718009,11045176,2026-08-28 16:13:45,1787933625773,1,0,26011001,11045176,3,0.01,4545.08,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 16:13:45,88.63000000000011,99.32999999999993,SELL,2026-08-28
3717982,11045174,2026-08-28 16:13:37,1787933617689,1,0,26011001,11045174,3,0.01,4546.6,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-28 16:13:37,90.15000000000055,100.85000000000038,SELL,2026-08-28
3716395,11043290,2026-08-28 16:06:34,1787933194900,1,0,26011001,11043290,3,0.01,4549.27,0.0,0.0,0.0,0.0,XAUUSD.u,STR S6,,2026-08-28 16:06:34,92.82000000000062,103.52000000000044,SELL,2026-08-28
3716389,11043288,2026-08-28 16:06:34,1787933194820,1,0,26011001,11043288,3,0.01,4550.79,0.0,0.0,0.0,0.0,XAUUSD.u,STR S5,,2026-08-28 16:06:34,94.34000000000015,105.03999999999995,SELL,2026-08-28
3724950,11052251,2026-08-28 17:21:48,1787937708344,1,0,26011001,11052251,3,0.01,4551.7,0.0,0.0,0.0,0.0,XAUUSD.u,STR S6,,2026-08-28 17:21:48,95.25,105.94999999999982,SELL,2026-08-28
3716549,11043555,2026-08-28 16:07:08,1787933228429,1,0,26011001,11043555,3,0.01,4552.31,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-28 16:07:08,95.86000000000058,106.56000000000041,SELL,2026-08-28
3716379,11043286,2026-08-28 16:06:33,1787933193776,1,0,26011001,11043286,3,0.01,4552.31,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-28 16:06:33,95.86000000000058,106.56000000000041,SELL,2026-08-28
3722647,11050310,2026-08-28 16:50:59,1787935859234,1,0,26011001,11050310,3,0.01,4552.63,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 16:50:59,96.1800000000003,106.88000000000011,SELL,2026-08-28
3724929,11052249,2026-08-28 17:21:45,1787937705059,1,0,26011001,11052249,3,0.01,4553.22,0.0,0.0,0.0,0.0,XAUUSD.u,STR S5,,2026-08-28 17:21:45,96.77000000000044,107.47000000000027,SELL,2026-08-28
3716364,11043283,2026-08-28 16:06:33,1787933193266,1,0,26011001,11043283,3,0.01,4553.83,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 16:06:33,97.38000000000011,108.07999999999993,SELL,2026-08-28
3716522,11043554,2026-08-28 16:07:05,1787933225205,1,0,26011001,11043554,3,0.01,4553.83,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 16:07:05,97.38000000000011,108.07999999999993,SELL,2026-08-28
3716303,11043281,2026-08-28 16:06:13,1787933173640,1,0,26011001,11043281,3,0.01,4555.35,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 16:06:13,98.90000000000055,109.60000000000036,SELL,2026-08-28
3716281,11043279,2026-08-28 16:06:04,1787933164490,1,0,26011001,11043279,3,0.01,4556.87,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-28 16:06:04,100.42000000000006,111.11999999999989,SELL,2026-08-28
3720776,11048191,2026-08-28 16:32:49,1787934769478,1,0,26011001,11048191,3,0.01,4557.94,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-28 16:32:49,101.4899999999998,112.18999999999961,SELL,2026-08-28
3720628,11048187,2026-08-28 16:31:19,1787934679163,1,0,26011001,11048187,3,0.01,4559.46,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-28 16:31:19,103.01000000000022,113.71000000000005,SELL,2026-08-28
3351085,9533707,2026-08-21 14:39:57,1787323197738,1,0,26011001,9533707,3,0.01,4564.53,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-21 14:39:57,108.07999999999993,118.77999999999975,SELL,2026-08-21
3351038,9533702,2026-08-21 14:39:26,1787323166719,1,0,26011001,9533702,3,0.01,4566.05,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-21 14:39:26,109.60000000000036,120.30000000000018,SELL,2026-08-21
3351154,9534176,2026-08-21 14:40:47,1787323247240,1,0,26011001,9534176,3,0.01,4567.57,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-21 14:40:47,111.11999999999989,121.81999999999971,SELL,2026-08-21
3716966,11044018,2026-08-28 16:08:55,1787933335372,1,0,26011001,11044018,3,0.01,4572.07,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-28 16:08:55,115.6199999999999,126.31999999999972,SELL,2026-08-28
3655199,10978065,2026-08-27 15:40:54,1787845254397,1,0,26011001,10978065,3,0.01,4573.76,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-27 15:40:54,117.3100000000004,128.01000000000022,SELL,2026-08-27
3643695,10810907,2026-08-27 12:10:03,1787832603936,1,0,26011001,10810907,3,0.01,4577.04,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-27 12:10:03,120.59000000000015,131.28999999999996,SELL,2026-08-27
3652541,10975681,2026-08-27 15:00:46,1787842846085,1,0,26011001,10975681,3,0.01,4580.71,0.0,0.0,0.0,0.0,XAUUSD.u,STR S2,,2026-08-27 15:00:46,124.26000000000022,134.96000000000004,SELL,2026-08-27
3659132,10982820,2026-08-27 16:31:00,1787848260615,1,0,26011001,10982820,3,0.01,4582.7,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-27 16:31:00,126.25,136.94999999999982,SELL,2026-08-27
3715132,11041906,2026-08-28 16:02:25,1787932945467,1,0,26011001,11041906,3,0.01,4587.53,0.0,0.0,0.0,0.0,XAUUSD.u,STR S6,,2026-08-28 16:02:25,131.07999999999993,141.77999999999975,SELL,2026-08-28
3715092,11041904,2026-08-28 16:02:23,1787932943403,1,0,26011001,11041904,3,0.01,4589.06,0.0,0.0,0.0,0.0,XAUUSD.u,STR S5,,2026-08-28 16:02:23,132.61000000000058,143.3100000000004,SELL,2026-08-28
3661856,10984961,2026-08-27 17:25:12,1787851512759,1,0,26011001,10984961,3,0.01,4589.14,0.0,0.0,0.0,0.0,XAUUSD.u,STR S3,,2026-08-27 17:25:12,132.6900000000005,143.39000000000033,SELL,2026-08-27
3347652,9525737,2026-08-21 13:12:25,1787317945331,1,0,26011001,9525737,3,0.01,4589.55,0.0,0.0,0.0,0.0,XAUUSD.u,STR S1,,2026-08-21 13:12:25,133.10000000000036,143.80000000000018,SELL,2026-08-21
3715338,11042217,2026-08-28 16:02:52,1787932972614,1,0,26011001,11042217,3,0.01,4590.59,0.0,0.0,0.0,0.0,XAUUSD.u,STR S4,,2026-08-28 16:02:52,134.14000000000033,144.84000000000015,SELL,2026-08-28
