trade_num,position_id,entry_deal_ticket,exit_deal_ticket,symbol,direction,grid_level,level_number,volume_lots,open_time,close_time,duration_seconds,duration_formatted,open_price,close_price,price_change,points_captured,gross_profit_usd,commission_usd,swap_usd,net_profit_usd,is_win,exit_type,exit_comment,sl_recorded_price,sl_slippage_points,account_balance_after_trade,cumulative_net_profit,day_of_week,hour_of_day,date
1663,10983552,3660157,3660162,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-27 16:44:11.797,2026-08-27 16:44:14.480,2.68,2s,4597.45,4596.95,-0.5,-0.5,-0.5,0.0,0.0,-0.5,0,BASKET_CLOSE,STR CLOSE,,,3411.27,2411.27,Thursday,16,2026-08-27
1664,10984009,3660195,3660825,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 16:44:57.165,2026-08-27 16:55:38.228,641.06,10m 41s,4594.9,4588.48,-6.42,6.42,6.42,0.0,0.0,6.42,1,BASKET_CLOSE,STR CLOSE,,,3417.69,2417.69,Thursday,16,2026-08-27
1665,10984008,3660310,3660826,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 16:45:57.816,2026-08-27 16:55:38.341,580.52,9m 40s,4597.96,4588.52,-9.44,-9.44,-9.44,0.0,0.0,-9.44,0,BASKET_CLOSE,STR CLOSE,,,3408.25,2408.25,Thursday,16,2026-08-27
1666,10984011,3660387,3660824,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-27 16:47:21.173,2026-08-27 16:55:38.109,496.94,8m 16s,4593.37,4588.48,-4.89,4.89,4.89,0.0,0.0,4.89,1,BASKET_CLOSE,STR CLOSE,,,3413.14,2413.14,Thursday,16,2026-08-27
1667,10984013,3660541,3660823,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-27 16:51:21.523,2026-08-27 16:55:37.996,256.47,4m 16s,4591.84,4588.54,-3.3,3.3,3.3,0.0,0.0,3.3,1,BASKET_CLOSE,STR CLOSE,,,3416.44,2416.44,Thursday,16,2026-08-27
1668,10984015,3660720,3660821,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-27 16:55:18.198,2026-08-27 16:55:37.883,19.68,19s,4590.31,4588.53,-1.78,1.78,1.78,0.0,0.0,1.78,1,BASKET_CLOSE,STR CLOSE,,,3418.22,2418.22,Thursday,16,2026-08-27
1669,10984018,3660815,3660819,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-27 16:55:35.176,2026-08-27 16:55:37.762,2.59,2s,4588.78,4588.57,-0.21,0.21,0.21,0.0,0.0,0.21,1,BASKET_CLOSE,STR CLOSE,,,3418.43,2418.43,Thursday,16,2026-08-27
1670,10984727,3660866,3660989,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 16:56:53.260,2026-08-27 17:00:58.394,245.13,4m 5s,4590.86,4593.53,2.67,2.67,2.67,0.0,0.0,2.67,1,BASKET_CLOSE,STR CLOSE,,,3421.1,2421.1,Thursday,16,2026-08-27
1671,10984729,3660890,3660987,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 16:57:25.345,2026-08-27 17:00:58.281,212.94,3m 32s,4592.39,4593.57,1.18,1.18,1.18,0.0,0.0,1.18,1,BASKET_CLOSE,STR CLOSE,,,3422.28,2422.28,Thursday,16,2026-08-27
1672,10984731,3660977,3660986,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-27 17:00:54.911,2026-08-27 17:00:58.168,3.26,3s,4593.92,4593.57,-0.35,-0.35,-0.35,0.0,0.0,-0.35,0,BASKET_CLOSE,STR CLOSE,,,3421.93,2421.93,Thursday,17,2026-08-27
1673,10984956,3661051,3662276,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 17:01:59.397,2026-08-27 17:33:29.583,1890.19,31m 30s,4595.26,4595.62,0.36,0.36,0.36,0.0,0.0,0.36,1,TRAILING_STOP,[sl 4595.62],4595.62,0.0,3422.29,2422.29,Thursday,17,2026-08-27
1674,10984957,3661196,3661961,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 17:07:42.117,2026-08-27 17:27:33.464,1191.35,19m 51s,4592.2,4591.97,-0.23,0.23,0.23,0.0,0.0,0.23,1,TRAILING_STOP,[sl 4591.97],4591.97,0.0,3422.52,2422.52,Thursday,17,2026-08-27
1675,10984958,3661452,3662644,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 17:16:01.706,2026-08-27 17:40:21.675,1459.97,24m 19s,4596.79,4600.62,3.83,3.83,3.83,0.0,0.0,3.83,1,TRAILING_STOP,[sl 4600.62],4600.62,0.0,3426.35,2426.35,Thursday,17,2026-08-27
1676,10986021,3661964,3662866,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 17:27:38.207,2026-08-27 17:42:59.804,921.6,15m 21s,4592.2,4605.53,13.33,-13.33,-13.33,0.0,0.0,-13.33,0,BASKET_CLOSE,STR CLOSE,,,3413.02,2413.02,Thursday,17,2026-08-27
1677,10986364,3662351,3662865,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-27 17:35:35.048,2026-08-27 17:42:59.690,444.64,7m 24s,4598.32,4605.61,7.29,7.29,7.29,0.0,0.0,7.29,1,BASKET_CLOSE,STR CLOSE,,,3420.31,2420.31,Thursday,17,2026-08-27
1678,10984962,3662520,3662870,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-27 17:40:11.919,2026-08-27 17:43:00.261,168.34,2m 48s,4599.85,4605.34,5.49,5.49,5.49,0.0,0.0,5.49,1,BASKET_CLOSE,STR CLOSE,,,3425.8,2425.8,Thursday,17,2026-08-27
1679,10984964,3662543,3662869,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-27 17:40:11.945,2026-08-27 17:43:00.147,168.2,2m 48s,4601.38,4605.45,4.07,4.07,4.07,0.0,0.0,4.07,1,BASKET_CLOSE,STR CLOSE,,,3429.87,2429.87,Thursday,17,2026-08-27
1680,10984966,3662736,3662868,XAUUSD.u,BUY,STR B6,6,0.01,2026-08-27 17:41:30.232,2026-08-27 17:43:00.034,89.8,1m 29s,4602.91,4605.45,2.54,2.54,2.54,0.0,0.0,2.54,1,BASKET_CLOSE,STR CLOSE,,,3432.41,2432.41,Thursday,17,2026-08-27
1681,10984968,3662836,3662867,XAUUSD.u,BUY,STR B7,7,0.04,2026-08-27 17:42:54.614,2026-08-27 17:42:59.918,5.3,5s,4604.44,4605.45,1.01,1.01,4.04,0.0,0.0,4.04,1,BASKET_CLOSE,STR CLOSE,,,3436.45,2436.45,Thursday,17,2026-08-27
1682,10986877,3662883,3663028,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 17:43:28.123,2026-08-27 17:47:20.127,232.0,3m 52s,4603.89,4603.32,-0.57,0.57,0.57,0.0,0.0,0.57,1,TRAILING_STOP,[sl 4603.32],4603.32,0.0,3437.02,2437.02,Thursday,17,2026-08-27
1683,10986879,3662912,3670369,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-27 17:44:01.723,2026-08-27 21:03:04.651,11942.93,3h 19m 2s,4602.35,4616.52,14.17,-14.17,-14.17,0.0,0.0,-14.17,0,BASKET_CLOSE,STR CLOSE,,,3422.85,2422.85,Thursday,17,2026-08-27
1684,10986881,3662980,3670368,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-27 17:45:30.638,2026-08-27 21:03:04.536,11853.9,3h 17m 33s,4600.81,4616.52,15.71,-15.71,-15.71,0.0,0.0,-15.71,0,BASKET_CLOSE,STR CLOSE,,,3407.14,2407.14,Thursday,17,2026-08-27
1685,10987110,3663055,3670364,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 17:47:46.209,2026-08-27 21:03:04.189,11717.98,3h 15m 17s,4603.89,4616.55,12.66,-12.66,-12.66,0.0,0.0,-12.66,0,BASKET_CLOSE,STR CLOSE,,,3394.48,2394.48,Thursday,17,2026-08-27
1686,10986876,3663225,3663779,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 17:53:22.885,2026-08-27 18:01:51.089,508.2,8m 28s,4606.97,4611.09,4.12,4.12,4.12,0.0,0.0,4.12,1,TRAILING_STOP,[sl 4611.09],4611.09,0.0,3398.6,2398.6,Thursday,17,2026-08-27
1687,10986878,3663308,3663801,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 17:54:03.263,2026-08-27 18:02:26.355,503.09,8m 23s,4608.51,4609.55,1.04,1.04,1.04,0.0,0.0,1.04,1,TRAILING_STOP,[sl 4609.55],4609.55,0.0,3399.64,2399.64,Thursday,17,2026-08-27
1688,10986880,3663387,3665302,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-27 17:55:12.387,2026-08-27 18:47:21.836,3129.45,52m 9s,4610.05,4611.56,1.51,1.51,1.51,0.0,0.0,1.51,1,TRAILING_STOP,[sl 4611.56],4611.56,0.0,3401.15,2401.15,Thursday,17,2026-08-27
1689,10986882,3663713,3665661,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-27 18:00:57.442,2026-08-27 18:55:30.812,3273.37,54m 33s,4611.59,4615.23,3.64,3.64,3.64,0.0,0.0,3.64,1,TRAILING_STOP,[sl 4615.23],4615.23,0.0,3404.79,2404.79,Thursday,18,2026-08-27
1690,10988060,3663957,3665035,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 18:06:03.774,2026-08-27 18:38:20.169,1936.39,32m 16s,4608.51,4609.83,1.32,1.32,1.32,0.0,0.0,1.32,1,TRAILING_STOP,[sl 4609.83],4609.83,0.0,3406.11,2406.11,Thursday,18,2026-08-27
1691,10988095,3663983,3665031,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 18:07:16.195,2026-08-27 18:38:06.715,1850.52,30m 50s,4606.97,4611.37,4.4,4.4,4.4,0.0,0.0,4.4,1,TRAILING_STOP,[sl 4611.37],4611.37,0.0,3410.51,2410.51,Thursday,18,2026-08-27
1692,10989221,3665044,3665279,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 18:38:38.260,2026-08-27 18:46:32.292,474.03,7m 54s,4608.51,4613.1,4.59,4.59,4.59,0.0,0.0,4.59,1,TRAILING_STOP,[sl 4613.10],4613.1,0.0,3415.1,2415.1,Thursday,18,2026-08-27
1693,10986884,3665178,3665696,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-27 18:45:30.800,2026-08-27 18:55:53.470,622.67,10m 22s,4613.13,4613.69,0.56,0.56,0.56,0.0,0.0,0.56,1,TRAILING_STOP,[sl 4613.69],4613.69,0.0,3415.66,2415.66,Thursday,18,2026-08-27
1694,10986886,3665421,3670367,XAUUSD.u,BUY,STR B6,6,0.01,2026-08-27 18:52:33.962,2026-08-27 21:03:04.419,7830.46,2h 10m 30s,4614.67,4616.39,1.72,1.72,1.72,0.0,0.0,1.72,1,BASKET_CLOSE,STR CLOSE,,,3417.38,2417.38,Thursday,18,2026-08-27
1695,10986888,3665543,3670365,XAUUSD.u,BUY,STR B7,7,0.04,2026-08-27 18:53:32.695,2026-08-27 21:03:04.305,7771.61,2h 9m 31s,4616.21,4616.39,0.18,0.18,0.72,0.0,0.0,0.72,1,BASKET_CLOSE,STR CLOSE,,,3418.1,2418.1,Thursday,18,2026-08-27
1696,10989894,3665705,3665842,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-27 18:56:14.514,2026-08-27 19:02:28.640,374.13,6m 14s,4613.13,4613.55,0.42,0.42,0.42,0.0,0.0,0.42,1,TRAILING_STOP,[sl 4613.55],4613.55,0.0,3418.52,2418.52,Thursday,18,2026-08-27
1697,10990043,3665907,3670363,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-27 19:02:44.012,2026-08-27 21:03:04.075,7220.06,2h 0m 20s,4613.13,4616.43,3.3,3.3,3.3,0.0,0.0,3.3,1,BASKET_CLOSE,STR CLOSE,,,3421.82,2421.82,Thursday,19,2026-08-27
1698,10990189,3666026,3670361,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-27 19:06:39.699,2026-08-27 21:03:03.959,6984.26,1h 56m 24s,4611.59,4616.39,4.8,4.8,4.8,0.0,0.0,4.8,1,BASKET_CLOSE,STR CLOSE,,,3426.62,2426.62,Thursday,19,2026-08-27
1699,10990353,3666276,3667252,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-27 19:11:03.086,2026-08-27 19:44:48.462,2025.38,33m 45s,4610.05,4611.33,1.28,1.28,1.28,0.0,0.0,1.28,1,TRAILING_STOP,[sl 4611.33],4611.33,0.0,3427.9,2427.9,Thursday,19,2026-08-27
1700,10990750,3666535,3666792,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 19:18:02.628,2026-08-27 19:29:03.078,660.45,11m 0s,4608.51,4609.02,0.51,0.51,0.51,0.0,0.0,0.51,1,TRAILING_STOP,[sl 4609.02],4609.02,0.0,3428.41,2428.41,Thursday,19,2026-08-27
1701,10991240,3667010,3667180,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 19:37:16.196,2026-08-27 19:41:20.228,244.03,4m 4s,4608.51,4612.87,4.36,4.36,4.36,0.0,0.0,4.36,1,TRAILING_STOP,[sl 4612.87],4612.87,0.0,3432.77,2432.77,Thursday,19,2026-08-27
1702,10991509,3667271,3670360,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-27 19:45:24.016,2026-08-27 21:03:03.845,4659.83,1h 17m 39s,4610.05,4616.62,6.57,6.57,6.57,0.0,0.0,6.57,1,BASKET_CLOSE,STR CLOSE,,,3439.34,2439.34,Thursday,19,2026-08-27
1703,10991685,3667447,3667567,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 19:48:41.555,2026-08-27 19:51:29.668,168.11,2m 48s,4606.97,4607.26,0.29,0.29,0.29,0.0,0.0,0.29,1,TRAILING_STOP,[sl 4607.26],4607.26,0.0,3439.63,2439.63,Thursday,19,2026-08-27
1704,10991637,3667457,3670359,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 19:49:17.154,2026-08-27 21:03:03.732,4426.58,1h 13m 46s,4608.51,4616.64,8.13,8.13,8.13,0.0,0.0,8.13,1,BASKET_CLOSE,STR CLOSE,,,3447.76,2447.76,Thursday,19,2026-08-27
1705,10991810,3667569,3670358,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 19:51:31.352,2026-08-27 21:03:03.617,4292.27,1h 11m 32s,4606.97,4616.7,9.73,9.73,9.73,0.0,0.0,9.73,1,BASKET_CLOSE,STR CLOSE,,,3457.49,2457.49,Thursday,19,2026-08-27
1706,10994754,3670375,3670789,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 21:03:11.187,2026-08-27 21:19:04.310,953.12,15m 53s,4614.45,4611.18,-3.27,3.27,3.27,0.0,0.0,3.27,1,TRAILING_STOP,[sl 4611.18],4611.18,0.0,3460.76,2460.76,Thursday,21,2026-08-27
1707,10994756,3670392,3670898,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-27 21:05:06.448,2026-08-27 21:25:43.236,1236.79,20m 36s,4612.91,4607.82,-5.09,5.09,5.09,0.0,0.0,5.09,1,TRAILING_STOP,[sl 4607.82],4607.82,0.0,3465.85,2465.85,Thursday,21,2026-08-27
1708,10994753,3670492,3671807,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 21:09:01.215,2026-08-27 21:55:22.680,2781.47,46m 21s,4617.53,4605.97,-11.56,-11.56,-11.56,0.0,0.0,-11.56,0,BASKET_CLOSE,STR CLOSE,,,3454.29,2454.29,Thursday,21,2026-08-27
1709,10994759,3670713,3670899,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-27 21:17:20.398,2026-08-27 21:25:43.236,502.84,8m 22s,4611.37,4607.82,-3.55,3.55,3.55,0.0,0.0,3.55,1,TRAILING_STOP,[sl 4607.82],4607.82,0.0,3457.84,2457.84,Thursday,21,2026-08-27
1710,10994761,3670757,3670958,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-27 21:18:04.606,2026-08-27 21:29:07.676,663.07,11m 3s,4609.83,4605.95,-3.88,3.88,3.88,0.0,0.0,3.88,1,TRAILING_STOP,[sl 4605.95],4605.95,0.0,3461.72,2461.72,Thursday,21,2026-08-27
1711,10994763,3670811,3671022,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-27 21:20:54.395,2026-08-27 21:32:10.107,675.71,11m 15s,4608.29,4607.59,-0.7,0.7,0.7,0.0,0.0,0.7,1,TRAILING_STOP,[sl 4607.59],4607.59,0.0,3462.42,2462.42,Thursday,21,2026-08-27
1712,10994765,3670860,3671806,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-27 21:22:09.873,2026-08-27 21:55:22.566,1992.69,33m 12s,4606.75,4606.07,-0.68,0.68,0.68,0.0,0.0,0.68,1,BASKET_CLOSE,STR CLOSE,,,3463.1,2463.1,Thursday,21,2026-08-27
1713,10994767,3670933,3671805,XAUUSD.u,SELL,STR S7,7,0.04,2026-08-27 21:27:44.249,2026-08-27 21:55:22.450,1658.2,27m 38s,4605.21,4605.89,0.68,-0.68,-2.72,0.0,0.0,-2.72,0,BASKET_CLOSE,STR CLOSE,,,3460.38,2460.38,Thursday,21,2026-08-27
1714,10995653,3671183,3671804,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-27 21:37:46.711,2026-08-27 21:55:22.334,1055.62,17m 35s,4608.29,4605.89,-2.4,2.4,2.4,0.0,0.0,2.4,1,BASKET_CLOSE,STR CLOSE,,,3462.78,2462.78,Thursday,21,2026-08-27
1715,10995867,3671396,3671803,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-27 21:41:45.580,2026-08-27 21:55:22.220,816.64,13m 36s,4609.83,4605.89,-3.94,3.94,3.94,0.0,0.0,3.94,1,BASKET_CLOSE,STR CLOSE,,,3466.72,2466.72,Thursday,21,2026-08-27
1716,10995964,3671583,3671802,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-27 21:48:41.779,2026-08-27 21:55:22.106,400.33,6m 40s,4611.37,4605.79,-5.58,5.58,5.58,0.0,0.0,5.58,1,BASKET_CLOSE,STR CLOSE,,,3472.3,2472.3,Thursday,21,2026-08-27
1717,10996267,3671843,3673598,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-27 21:57:02.197,2026-08-28 01:06:56.391,11394.19,3h 9m 54s,4607.94,4608.19,0.25,0.25,0.25,0.0,0.0,0.25,1,TRAILING_STOP,[sl 4608.19],4608.19,0.0,3472.55,2472.55,Thursday,21,2026-08-27
1718,10996269,3671861,3675376,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-27 21:58:38.274,2026-08-28 02:18:06.379,15568.1,4h 19m 28s,4609.48,4594.3,-15.18,-15.18,-15.18,0.0,0.0,-15.18,0,BASKET_CLOSE,STR CLOSE,,,3457.37,2457.37,Thursday,21,2026-08-27
1719,10996268,3671970,3672798,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-27 22:03:44.734,2026-08-27 22:58:47.109,3302.38,55m 2s,4604.86,4601.76,-3.1,3.1,3.1,0.0,0.0,3.1,1,TRAILING_STOP,[sl 4601.76],4601.76,0.0,3460.47,2460.47,Thursday,22,2026-08-27
1720,10996270,3672384,3673541,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-27 22:25:49.747,2026-08-28 01:01:00.930,9311.18,2h 35m 11s,4603.32,4603.29,-0.03,0.03,0.03,0.0,0.0,0.03,1,TRAILING_STOP,[sl 4603.29],4603.29,0.0,3460.5,2460.5,Thursday,22,2026-08-27
1721,10996272,3672688,3674310,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-27 22:52:45.902,2026-08-28 02:00:12.166,11246.26,3h 7m 26s,4601.78,4594.93,-6.85,6.85,6.85,0.0,0.0,6.85,1,TRAILING_STOP,[sl 4594.93],4594.93,0.0,3467.35,2467.35,Thursday,22,2026-08-27
1722,10996274,3672763,3674311,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-27 22:55:14.975,2026-08-28 02:00:12.166,11097.19,3h 4m 57s,4600.24,4594.9,-5.34,5.34,5.34,0.0,0.0,5.34,1,TRAILING_STOP,[sl 4594.90],4594.9,0.0,3472.69,2472.69,Thursday,22,2026-08-27
1723,10996271,3673542,3675375,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-28 01:01:00.930,2026-08-28 02:18:06.263,4625.33,1h 17m 5s,4611.02,4594.32,-16.7,-16.7,-16.7,0.0,0.0,-16.7,0,BASKET_CLOSE,STR CLOSE,,,3455.99,2455.99,Friday,1,2026-08-28
1724,10998138,3673694,3673940,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-28 01:10:03.992,2026-08-28 01:23:33.664,809.67,13m 29s,4604.86,4603.34,-1.52,1.52,1.52,0.0,0.0,1.52,1,TRAILING_STOP,[sl 4603.34],4603.34,0.0,3457.51,2457.51,Friday,1,2026-08-28
1725,10998139,3673782,3674063,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-28 01:11:47.821,2026-08-28 01:37:07.564,1519.74,25m 19s,4603.32,4601.96,-1.36,1.36,1.36,0.0,0.0,1.36,1,TRAILING_STOP,[sl 4601.96],4601.96,0.0,3458.87,2458.87,Friday,1,2026-08-28
1726,10996276,3674036,3674312,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-28 01:35:07.472,2026-08-28 02:00:12.166,1504.69,25m 4s,4598.7,4594.86,-3.84,3.84,3.84,0.0,0.0,3.84,1,TRAILING_STOP,[sl 4594.86],4594.86,0.0,3462.71,2462.71,Friday,1,2026-08-28
1727,10996278,3674152,3674314,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-28 01:47:10.464,2026-08-28 02:00:12.956,782.49,13m 2s,4597.16,4596.46,-0.7,0.7,0.7,0.0,0.0,0.7,1,TRAILING_STOP,[sl 4596.46],4596.46,0.0,3463.41,2463.41,Friday,1,2026-08-28
1728,10996280,3674186,3675374,XAUUSD.u,SELL,STR S7,7,0.04,2026-08-28 01:51:15.071,2026-08-28 02:18:06.147,1611.08,26m 51s,4595.62,4594.37,-1.25,1.25,5.0,0.0,0.0,5.0,1,BASKET_CLOSE,STR CLOSE,,,3468.41,2468.41,Friday,1,2026-08-28
1729,10996282,3674291,3675373,XAUUSD.u,SELL,STR S8,8,0.04,2026-08-28 02:00:02.857,2026-08-28 02:18:06.031,1083.17,18m 3s,4594.08,4594.37,0.29,-0.29,-1.16,0.0,0.0,-1.16,0,BASKET_CLOSE,STR CLOSE,,,3467.25,2467.25,Friday,2,2026-08-28
1730,10999054,3674369,3675372,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-28 02:01:23.349,2026-08-28 02:18:05.915,1002.57,16m 42s,4597.16,4594.37,-2.79,2.79,2.79,0.0,0.0,2.79,1,BASKET_CLOSE,STR CLOSE,,,3470.04,2470.04,Friday,2,2026-08-28
1731,10999070,3674542,3675371,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-28 02:04:07.874,2026-08-28 02:18:05.799,837.92,13m 57s,4598.7,4594.42,-4.28,4.28,4.28,0.0,0.0,4.28,1,BASKET_CLOSE,STR CLOSE,,,3474.32,2474.32,Friday,2,2026-08-28
1732,10999478,3674788,3675370,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-28 02:10:13.874,2026-08-28 02:18:05.683,471.81,7m 51s,4600.24,4594.42,-5.82,5.82,5.82,0.0,0.0,5.82,1,BASKET_CLOSE,STR CLOSE,,,3480.14,2480.14,Friday,2,2026-08-28
1733,10999607,3674951,3675369,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-28 02:11:28.389,2026-08-28 02:18:05.566,397.18,6m 37s,4601.78,4594.42,-7.36,7.36,7.36,0.0,0.0,7.36,1,BASKET_CLOSE,STR CLOSE,,,3487.5,2487.5,Friday,2,2026-08-28
1734,11000090,3675581,3676802,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-28 02:20:22.452,2026-08-28 02:33:57.156,814.7,13m 34s,4593.01,4589.46,-3.55,3.55,3.55,0.0,0.0,3.55,1,TRAILING_STOP,[sl 4589.46],4589.46,0.0,3491.05,2491.05,Friday,2,2026-08-28
1735,11000092,3676095,3677054,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-28 02:26:24.692,2026-08-28 02:42:51.098,986.41,16m 26s,4591.48,4591.07,-0.41,0.41,0.41,0.0,0.0,0.41,1,TRAILING_STOP,[sl 4591.07],4591.07,0.0,3491.46,2491.46,Friday,2,2026-08-28
1736,11000095,3676749,3677772,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-28 02:33:49.615,2026-08-28 02:59:55.869,1566.25,26m 6s,4589.95,4588.88,-1.07,1.07,1.07,0.0,0.0,1.07,1,TRAILING_STOP,[sl 4588.88],4588.88,0.0,3492.53,2492.53,Friday,2,2026-08-28
1737,11000098,3676772,3682214,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-28 02:33:50.104,2026-08-28 03:30:30.204,3400.1,56m 40s,4588.42,4587.07,-1.35,1.35,1.35,0.0,0.0,1.35,1,TRAILING_STOP,[sl 4587.07],4587.07,0.0,3493.88,2493.88,Friday,2,2026-08-28
1738,11000100,3677240,3682664,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-28 02:48:00.696,2026-08-28 03:42:02.255,3241.56,54m 1s,4586.89,4580.01,-6.88,6.88,6.88,0.0,0.0,6.88,1,TRAILING_STOP,[sl 4580.01],4580.01,0.0,3500.76,2500.76,Friday,2,2026-08-28
1739,11002544,3677792,3677841,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-28 03:00:03.761,2026-08-28 03:00:40.166,36.41,36s,4589.95,4589.75,-0.2,0.2,0.2,0.0,0.0,0.2,1,TRAILING_STOP,[sl 4589.75],4589.75,0.0,3500.96,2500.96,Friday,3,2026-08-28
1740,11002607,3677846,3677875,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-28 03:00:46.328,2026-08-28 03:01:31.662,45.33,45s,4589.95,4589.62,-0.33,0.33,0.33,0.0,0.0,0.33,1,TRAILING_STOP,[sl 4589.62],4589.62,0.0,3501.29,2501.29,Friday,3,2026-08-28
1741,11002667,3677907,3682084,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-28 03:01:55.166,2026-08-28 03:27:31.690,1536.52,25m 36s,4589.95,4586.71,-3.24,3.24,3.24,0.0,0.0,3.24,1,TRAILING_STOP,[sl 4586.71],4586.71,0.0,3504.53,2504.53,Friday,3,2026-08-28
1742,11002840,3678308,3682086,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-28 03:06:11.258,2026-08-28 03:27:31.690,1280.43,21m 20s,4593.01,4586.71,-6.3,6.3,6.3,0.0,0.0,6.3,1,TRAILING_STOP,[sl 4586.71],4586.71,0.0,3510.83,2510.83,Friday,3,2026-08-28
1743,11000089,3678367,3678659,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-28 03:07:37.163,2026-08-28 03:10:09.232,152.07,2m 32s,4596.07,4600.77,4.7,4.7,4.7,0.0,0.0,4.7,1,TRAILING_STOP,[sl 4600.77],4600.77,0.0,3515.53,2515.53,Friday,3,2026-08-28
1744,11000091,3678461,3678660,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-28 03:08:40.497,2026-08-28 03:10:09.232,88.73,1m 28s,4597.6,4600.77,3.17,3.17,3.17,0.0,0.0,3.17,1,TRAILING_STOP,[sl 4600.77],4600.77,0.0,3518.7,2518.7,Friday,3,2026-08-28
1745,11000094,3678550,3678872,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-28 03:09:38.170,2026-08-28 03:10:34.163,55.99,55s,4599.13,4599.23,0.1,0.1,0.1,0.0,0.0,0.1,1,TRAILING_STOP,[sl 4599.23],4599.23,0.0,3518.8,2518.8,Friday,3,2026-08-28
