trade_num,position_id,entry_deal_ticket,exit_deal_ticket,symbol,direction,grid_level,level_number,volume_lots,open_time,close_time,duration_seconds,duration_formatted,open_price,close_price,price_change,points_captured,gross_profit_usd,commission_usd,swap_usd,net_profit_usd,is_win,exit_type,exit_comment,sl_recorded_price,sl_slippage_points,account_balance_after_trade,cumulative_net_profit,day_of_week,hour_of_day,date
321,9608227,3424725,3435264,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-24 13:48:37.093,2026-08-24 14:33:00.532,2663.44,44m 23s,4649.83,4649.67,-0.16,0.16,0.16,0.0,0.0,0.16,1,TRAILING_STOP,[sl 4649.67],4649.67,0.0,2072.69,1072.69,Monday,13,2026-08-24
322,9610403,3424873,3435261,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 13:52:25.636,2026-08-24 14:33:00.337,2434.7,40m 34s,4652.93,4649.37,-3.56,3.56,3.56,0.0,0.0,3.56,1,TRAILING_STOP,[sl 4649.37],4649.37,0.0,2076.25,1076.25,Monday,13,2026-08-24
323,9610452,3424946,3427698,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 13:52:56.629,2026-08-24 14:04:35.805,699.18,11m 39s,4654.48,4653.64,-0.84,0.84,0.84,0.0,0.0,0.84,1,TRAILING_STOP,[sl 4653.64],4653.64,0.0,2077.09,1077.09,Monday,13,2026-08-24
324,9610561,3425041,3427618,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 13:54:01.468,2026-08-24 14:02:45.463,524.0,8m 43s,4656.03,4652.66,-3.37,3.37,3.37,0.0,0.0,3.37,1,TRAILING_STOP,[sl 4652.66],4652.66,0.0,2080.46,1080.46,Monday,13,2026-08-24
325,9613189,3428157,3435158,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 14:07:30.165,2026-08-24 14:32:55.338,1525.17,25m 25s,4654.48,4654.2,-0.28,0.28,0.28,0.0,0.0,0.28,1,TRAILING_STOP,[sl 4654.20],4654.2,0.0,2080.74,1080.74,Monday,14,2026-08-24
326,9613209,3428173,3431865,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 14:07:53.986,2026-08-24 14:20:02.713,728.73,12m 8s,4656.03,4654.96,-1.07,1.07,1.07,0.0,0.0,1.07,1,TRAILING_STOP,[sl 4654.96],4654.96,0.0,2081.81,1081.81,Monday,14,2026-08-24
327,9616323,3431902,3435262,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 14:20:05.064,2026-08-24 14:33:00.338,775.27,12m 55s,4656.03,4649.37,-6.66,6.66,6.66,0.0,0.0,6.66,1,TRAILING_STOP,[sl 4649.37],4649.37,0.0,2088.47,1088.47,Monday,14,2026-08-24
328,9618399,3434868,3435914,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-24 14:30:23.148,2026-08-24 14:39:38.369,555.22,9m 15s,4659.13,4662.5,3.37,3.37,3.37,0.0,0.0,3.37,1,TRAILING_STOP,[sl 4662.50],4662.5,0.0,2091.84,1091.84,Monday,14,2026-08-24
329,9608229,3435197,3439316,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-24 14:32:57.282,2026-08-24 15:34:54.015,3716.73,1h 1m 56s,4648.28,4679.47,31.19,-31.19,-31.19,0.0,0.0,-31.19,0,BASKET_CLOSE,STR CLOSE,,,2060.65,1060.65,Monday,14,2026-08-24
330,9608231,3435204,3439315,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-24 14:32:57.377,2026-08-24 15:34:53.897,3716.52,1h 1m 56s,4646.73,4679.47,32.74,-32.74,-32.74,0.0,0.0,-32.74,0,BASKET_CLOSE,STR CLOSE,,,2027.91,1027.91,Monday,14,2026-08-24
331,9618800,3435269,3439311,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-24 14:33:01.330,2026-08-24 15:34:53.446,3712.12,1h 1m 52s,4651.38,4679.62,28.24,-28.24,-28.24,0.0,0.0,-28.24,0,BASKET_CLOSE,STR CLOSE,,,1999.67,999.67,Monday,14,2026-08-24
332,9618801,3435282,3439310,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-24 14:33:02.586,2026-08-24 15:34:53.334,3710.75,1h 1m 50s,4649.83,4679.68,29.85,-29.85,-29.85,0.0,0.0,-29.85,0,BASKET_CLOSE,STR CLOSE,,,1969.82,969.82,Monday,14,2026-08-24
333,9618977,3435451,3439309,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 14:33:36.195,2026-08-24 15:34:53.221,3677.03,1h 1m 17s,4652.93,4679.56,26.63,-26.63,-26.63,0.0,0.0,-26.63,0,BASKET_CLOSE,STR CLOSE,,,1943.19,943.19,Monday,14,2026-08-24
334,9619010,3435482,3439308,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 14:33:58.209,2026-08-24 15:34:53.109,3654.9,1h 0m 54s,4654.48,4679.51,25.03,-25.03,-25.03,0.0,0.0,-25.03,0,BASKET_CLOSE,STR CLOSE,,,1918.16,918.16,Monday,14,2026-08-24
335,9619093,3435604,3439307,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 14:35:15.717,2026-08-24 15:34:52.997,3577.28,59m 37s,4656.03,4679.72,23.69,-23.69,-23.69,0.0,0.0,-23.69,0,BASKET_CLOSE,STR CLOSE,,,1894.47,894.47,Monday,14,2026-08-24
336,9608844,3436028,3437445,XAUUSD.u,BUY,STR B6,6,0.01,2026-08-24 14:41:55.422,2026-08-24 15:03:22.012,1286.59,21m 26s,4666.88,4668.06,1.18,1.18,1.18,0.0,0.0,1.18,1,TRAILING_STOP,[sl 4668.06],4668.06,0.0,1895.65,895.65,Monday,14,2026-08-24
337,9619589,3436066,3437115,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-24 14:42:08.616,2026-08-24 14:56:34.085,865.47,14m 25s,4663.78,4664.41,0.63,0.63,0.63,0.0,0.0,0.63,1,TRAILING_STOP,[sl 4664.41],4664.41,0.0,1896.28,896.28,Monday,14,2026-08-24
338,9619682,3436077,3437084,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-24 14:42:21.188,2026-08-24 14:55:33.846,792.66,13m 12s,4662.23,4665.95,3.72,3.72,3.72,0.0,0.0,3.72,1,TRAILING_STOP,[sl 4665.95],4665.95,0.0,1900.0,900.0,Monday,14,2026-08-24
339,9619729,3436123,3436975,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-24 14:42:53.128,2026-08-24 14:52:12.033,558.9,9m 18s,4660.68,4664.51,3.83,3.83,3.83,0.0,0.0,3.83,1,TRAILING_STOP,[sl 4664.51],4664.51,0.0,1903.83,903.83,Monday,14,2026-08-24
340,9619810,3436660,3436976,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-24 14:48:07.402,2026-08-24 14:52:12.033,244.63,4m 4s,4659.13,4664.51,5.38,5.38,5.38,0.0,0.0,5.38,1,TRAILING_STOP,[sl 4664.51],4664.51,0.0,1909.21,909.21,Monday,14,2026-08-24
341,9621244,3437144,3437440,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-24 14:57:21.100,2026-08-24 15:03:19.348,358.25,5m 58s,4662.23,4669.62,7.39,7.39,7.39,0.0,0.0,7.39,1,TRAILING_STOP,[sl 4669.62],4669.62,0.0,1916.6,916.6,Monday,14,2026-08-24
342,9621231,3437182,3437439,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-24 14:58:25.319,2026-08-24 15:03:19.348,294.03,4m 54s,4663.78,4669.66,5.88,5.88,5.88,0.0,0.0,5.88,1,TRAILING_STOP,[sl 4669.66],4669.66,0.0,1922.48,922.48,Monday,14,2026-08-24
343,9621575,3437490,3437662,XAUUSD.u,BUY,STR B6,6,0.01,2026-08-24 15:04:24.131,2026-08-24 15:06:41.654,137.52,2m 17s,4666.88,4672.37,5.49,5.49,5.49,0.0,0.0,5.49,1,TRAILING_STOP,[sl 4672.37],4672.37,0.0,1927.97,927.97,Monday,15,2026-08-24
344,9608234,3437547,3437957,XAUUSD.u,BUY,STR B9,9,0.01,2026-08-24 15:05:33.151,2026-08-24 15:12:42.035,428.88,7m 8s,4671.53,4676.29,4.76,4.76,4.76,0.0,0.0,4.76,1,TRAILING_STOP,[sl 4676.29],4676.29,0.0,1932.73,932.73,Monday,15,2026-08-24
345,9608237,3437622,3437958,XAUUSD.u,BUY,STR B10,10,0.01,2026-08-24 15:06:10.159,2026-08-24 15:12:42.035,391.88,6m 31s,4673.08,4676.29,3.21,3.21,3.21,0.0,0.0,3.21,1,TRAILING_STOP,[sl 4676.29],4676.29,0.0,1935.94,935.94,Monday,15,2026-08-24
346,9608240,3437768,3437968,XAUUSD.u,BUY,STR B11,11,0.06,2026-08-24 15:10:17.916,2026-08-24 15:12:47.218,149.3,2m 29s,4674.63,4674.73,0.1,0.1,0.6,0.0,0.0,0.6,1,TRAILING_STOP,[sl 4674.73],4674.73,0.0,1936.54,936.54,Monday,15,2026-08-24
347,9608242,3437871,3439314,XAUUSD.u,BUY,STR B12,12,0.06,2026-08-24 15:11:30.679,2026-08-24 15:34:53.785,1403.11,23m 23s,4676.18,4679.46,3.28,3.28,19.68,0.0,0.0,19.68,1,BASKET_CLOSE,STR CLOSE,,,1956.22,956.22,Monday,15,2026-08-24
348,9608245,3437908,3439313,XAUUSD.u,BUY,STR B13,13,0.06,2026-08-24 15:11:42.433,2026-08-24 15:34:53.671,1391.24,23m 11s,4677.73,4679.34,1.61,1.61,9.66,0.0,0.0,9.66,1,BASKET_CLOSE,STR CLOSE,,,1965.88,965.88,Monday,15,2026-08-24
349,9622046,3438001,3438205,XAUUSD.u,BUY,STR B11,11,0.06,2026-08-24 15:13:16.311,2026-08-24 15:15:33.294,136.98,2m 16s,4674.63,4674.89,0.26,0.26,1.56,0.0,0.0,1.56,1,TRAILING_STOP,[sl 4674.89],4674.89,0.0,1967.44,967.44,Monday,15,2026-08-24
350,9622322,3438310,3438995,XAUUSD.u,BUY,STR B10,10,0.01,2026-08-24 15:17:34.905,2026-08-24 15:30:42.730,787.83,13m 7s,4673.08,4676.87,3.79,3.79,3.79,0.0,0.0,3.79,1,TRAILING_STOP,[sl 4676.87],4676.87,0.0,1971.23,971.23,Monday,15,2026-08-24
351,9622316,3438336,3439019,XAUUSD.u,BUY,STR B11,11,0.06,2026-08-24 15:18:38.996,2026-08-24 15:31:18.269,759.27,12m 39s,4674.63,4675.19,0.56,0.56,3.36,0.0,0.0,3.36,1,TRAILING_STOP,[sl 4675.19],4675.19,0.0,1974.59,974.59,Monday,15,2026-08-24
352,9622469,3438449,3438863,XAUUSD.u,BUY,STR B9,9,0.01,2026-08-24 15:20:29.935,2026-08-24 15:29:43.833,553.9,9m 13s,4671.53,4671.62,0.09,0.09,0.09,0.0,0.0,0.09,1,TRAILING_STOP,[sl 4671.62],4671.62,0.0,1974.68,974.68,Monday,15,2026-08-24
353,9622562,3438495,3438836,XAUUSD.u,BUY,STR B8,8,0.01,2026-08-24 15:21:54.098,2026-08-24 15:28:30.910,396.81,6m 36s,4669.98,4673.17,3.19,3.19,3.19,0.0,0.0,3.19,1,TRAILING_STOP,[sl 4673.17],4673.17,0.0,1977.87,977.87,Monday,15,2026-08-24
354,9622658,3438674,3438837,XAUUSD.u,BUY,STR B7,7,0.01,2026-08-24 15:23:57.845,2026-08-24 15:28:30.911,273.07,4m 33s,4668.43,4673.17,4.74,4.74,4.74,0.0,0.0,4.74,1,TRAILING_STOP,[sl 4673.17],4673.17,0.0,1982.61,982.61,Monday,15,2026-08-24
355,9622931,3438864,3438996,XAUUSD.u,BUY,STR B9,9,0.01,2026-08-24 15:29:46.370,2026-08-24 15:30:42.730,56.36,56s,4671.53,4676.75,5.22,5.22,5.22,0.0,0.0,5.22,1,TRAILING_STOP,[sl 4676.75],4676.75,0.0,1987.83,987.83,Monday,15,2026-08-24
356,9623090,3439025,3439306,XAUUSD.u,BUY,STR B11,11,0.06,2026-08-24 15:31:20.924,2026-08-24 15:34:52.879,211.96,3m 31s,4674.63,4679.77,5.14,5.14,30.84,0.0,0.0,30.84,1,BASKET_CLOSE,STR CLOSE,,,2018.67,1018.67,Monday,15,2026-08-24
357,9623108,3439050,3439250,XAUUSD.u,BUY,STR B10,10,0.01,2026-08-24 15:31:40.905,2026-08-24 15:34:21.389,160.48,2m 40s,4673.08,4676.37,3.29,3.29,3.29,0.0,0.0,3.29,1,TRAILING_STOP,[sl 4676.37],4676.37,0.0,2021.96,1021.96,Monday,15,2026-08-24
358,9623157,3439091,3439139,XAUUSD.u,BUY,STR B9,9,0.01,2026-08-24 15:31:56.249,2026-08-24 15:32:33.826,37.58,37s,4671.53,4671.87,0.34,0.34,0.34,0.0,0.0,0.34,1,TRAILING_STOP,[sl 4671.87],4671.87,0.0,2022.3,1022.3,Monday,15,2026-08-24
359,9623206,3439140,3439221,XAUUSD.u,BUY,STR B9,9,0.01,2026-08-24 15:32:34.440,2026-08-24 15:33:59.516,85.08,1m 25s,4671.53,4674.97,3.44,3.44,3.44,0.0,0.0,3.44,1,TRAILING_STOP,[sl 4674.97],4674.97,0.0,2025.74,1025.74,Monday,15,2026-08-24
360,9608247,3439280,3439312,XAUUSD.u,BUY,STR B14,14,0.06,2026-08-24 15:34:38.447,2026-08-24 15:34:53.558,15.11,15s,4679.28,4679.5,0.22,0.22,1.32,0.0,0.0,1.32,1,BASKET_CLOSE,STR CLOSE,,,2027.06,1027.06,Monday,15,2026-08-24
361,9623384,3439399,3439578,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 15:36:21.909,2026-08-24 15:37:42.254,80.34,1m 20s,4678.11,4673.24,-4.87,4.87,4.87,0.0,0.0,4.87,1,TRAILING_STOP,[sl 4673.24],4673.24,0.0,2031.93,1031.93,Monday,15,2026-08-24
362,9623386,3439420,3439577,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 15:36:36.133,2026-08-24 15:37:42.174,66.04,1m 6s,4676.55,4673.22,-3.33,3.33,3.33,0.0,0.0,3.33,1,TRAILING_STOP,[sl 4673.22],4673.22,0.0,2035.26,1035.26,Monday,15,2026-08-24
363,9623388,3439501,3439661,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 15:37:17.648,2026-08-24 15:38:29.308,71.66,1m 11s,4674.99,4670.42,-4.57,4.57,4.57,0.0,0.0,4.57,1,TRAILING_STOP,[sl 4670.42],4670.42,0.0,2039.83,1039.83,Monday,15,2026-08-24
364,9623391,3439546,3439666,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-24 15:37:19.813,2026-08-24 15:38:32.423,72.61,1m 12s,4673.43,4671.98,-1.45,1.45,1.45,0.0,0.0,1.45,1,TRAILING_STOP,[sl 4671.98],4671.98,0.0,2041.28,1041.28,Monday,15,2026-08-24
365,9623393,3439562,3439763,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-24 15:37:32.967,2026-08-24 15:39:45.981,133.01,2m 13s,4671.87,4670.42,-1.45,1.45,1.45,0.0,0.0,1.45,1,TRAILING_STOP,[sl 4670.42],4670.42,0.0,2042.73,1042.73,Monday,15,2026-08-24
366,9623395,3439653,3439814,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-24 15:38:27.143,2026-08-24 15:40:12.237,105.09,1m 45s,4670.31,4666.78,-3.53,3.53,3.53,0.0,0.0,3.53,1,BASKET_CLOSE,STR CLOSE,,,2046.26,1046.26,Monday,15,2026-08-24
367,9623397,3439726,3439813,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-24 15:39:20.499,2026-08-24 15:40:12.125,51.63,51s,4668.75,4666.78,-1.97,1.97,1.97,0.0,0.0,1.97,1,BASKET_CLOSE,STR CLOSE,,,2048.23,1048.23,Monday,15,2026-08-24
368,9623399,3439768,3439810,XAUUSD.u,SELL,STR S8,8,0.01,2026-08-24 15:40:00.303,2026-08-24 15:40:12.013,11.71,11s,4667.19,4666.74,-0.45,0.45,0.45,0.0,0.0,0.45,1,BASKET_CLOSE,STR CLOSE,,,2048.68,1048.68,Monday,15,2026-08-24
369,9623401,3439800,3439809,XAUUSD.u,SELL,STR S9,9,0.01,2026-08-24 15:40:05.995,2026-08-24 15:40:11.901,5.91,5s,4665.63,4666.72,1.09,-1.09,-1.09,0.0,0.0,-1.09,0,BASKET_CLOSE,STR CLOSE,,,2047.59,1047.59,Monday,15,2026-08-24
370,9623937,3439834,3439986,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-24 15:40:29.180,2026-08-24 15:42:01.803,92.62,1m 32s,4668.69,4672.91,4.22,4.22,4.22,0.0,0.0,4.22,1,TRAILING_STOP,[sl 4672.91],4672.91,0.0,2051.81,1051.81,Monday,15,2026-08-24
371,9623940,3439842,3440021,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-24 15:40:42.670,2026-08-24 15:42:42.940,120.27,2m 0s,4670.25,4671.3,1.05,1.05,1.05,0.0,0.0,1.05,1,TRAILING_STOP,[sl 4671.30],4671.3,0.0,2052.86,1052.86,Monday,15,2026-08-24
372,9623942,3439858,3440778,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-24 15:40:49.284,2026-08-24 15:49:23.286,514.0,8m 34s,4671.81,4676.66,4.85,4.85,4.85,0.0,0.0,4.85,1,TRAILING_STOP,[sl 4676.66],4676.66,0.0,2057.71,1057.71,Monday,15,2026-08-24
373,9623944,3439960,3440779,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-24 15:41:38.477,2026-08-24 15:49:24.039,465.56,7m 45s,4673.37,4676.59,3.22,3.22,3.22,0.0,0.0,3.22,1,TRAILING_STOP,[sl 4676.59],4676.59,0.0,2060.93,1060.93,Monday,15,2026-08-24
374,9624218,3440040,3440676,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-24 15:42:50.022,2026-08-24 15:47:42.665,292.64,4m 52s,4670.25,4674.83,4.58,4.58,4.58,0.0,0.0,4.58,1,TRAILING_STOP,[sl 4674.83],4674.83,0.0,2065.51,1065.51,Monday,15,2026-08-24
375,9624235,3440062,3440677,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-24 15:43:04.669,2026-08-24 15:47:42.665,278.0,4m 37s,4668.69,4674.83,6.14,6.14,6.14,0.0,0.0,6.14,1,TRAILING_STOP,[sl 4674.83],4674.83,0.0,2071.65,1071.65,Monday,15,2026-08-24
376,9623938,3440117,3440248,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 15:43:52.191,2026-08-24 15:44:42.986,50.8,50s,4665.57,4661.62,-3.95,3.95,3.95,0.0,0.0,3.95,1,TRAILING_STOP,[sl 4661.62],4661.62,0.0,2075.6,1075.6,Monday,15,2026-08-24
377,9623941,3440175,3440310,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 15:44:25.749,2026-08-24 15:45:04.688,38.94,38s,4664.01,4657.79,-6.22,6.22,6.22,0.0,0.0,6.22,1,TRAILING_STOP,[sl 4657.79],4657.79,0.0,2081.82,1081.82,Monday,15,2026-08-24
378,9623943,3440196,3440311,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 15:44:31.005,2026-08-24 15:45:04.689,33.68,33s,4662.45,4657.79,-4.66,4.66,4.66,0.0,0.0,4.66,1,TRAILING_STOP,[sl 4657.79],4657.79,0.0,2086.48,1086.48,Monday,15,2026-08-24
379,9623945,3440236,3440312,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-24 15:44:37.148,2026-08-24 15:45:04.689,27.54,27s,4660.89,4657.79,-3.1,3.1,3.1,0.0,0.0,3.1,1,TRAILING_STOP,[sl 4657.79],4657.79,0.0,2089.58,1089.58,Monday,15,2026-08-24
380,9623947,3440270,3442806,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-24 15:44:55.168,2026-08-24 16:18:30.225,2015.06,33m 35s,4659.33,4658.68,-0.65,0.65,0.65,0.0,0.0,0.65,1,TRAILING_STOP,[sl 4658.68],4658.68,0.0,2090.23,1090.23,Monday,15,2026-08-24
381,9623949,3440295,3444369,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-24 15:45:00.757,2026-08-24 16:42:30.051,3449.29,57m 29s,4657.77,4672.94,15.17,-15.17,-15.17,0.0,0.0,-15.17,0,BASKET_CLOSE,STR CLOSE,,,2075.06,1075.06,Monday,15,2026-08-24
382,9623951,3440306,3444367,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-24 15:45:04.165,2026-08-24 16:42:29.827,3445.66,57m 25s,4656.21,4672.86,16.65,-16.65,-16.65,0.0,0.0,-16.65,0,BASKET_CLOSE,STR CLOSE,,,2058.41,1058.41,Monday,15,2026-08-24
383,9624520,3440352,3442700,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-24 15:45:36.520,2026-08-24 16:16:38.917,1862.4,31m 2s,4660.89,4657.2,-3.69,3.69,3.69,0.0,0.0,3.69,1,TRAILING_STOP,[sl 4657.20],4657.2,0.0,2062.1,1062.1,Monday,15,2026-08-24
384,9624530,3440363,3441273,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 15:45:49.249,2026-08-24 15:53:36.835,467.59,7m 47s,4662.45,4661.55,-0.9,0.9,0.9,0.0,0.0,0.9,1,TRAILING_STOP,[sl 4661.55],4661.55,0.0,2063.0,1063.0,Monday,15,2026-08-24
385,9624541,3440375,3441257,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 15:45:57.920,2026-08-24 15:53:32.876,454.96,7m 34s,4664.01,4660.0,-4.01,4.01,4.01,0.0,0.0,4.01,1,TRAILING_STOP,[sl 4660.00],4660.0,0.0,2067.01,1067.01,Monday,15,2026-08-24
386,9624611,3440468,3441236,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 15:46:09.476,2026-08-24 15:53:21.660,432.18,7m 12s,4665.57,4661.45,-4.12,4.12,4.12,0.0,0.0,4.12,1,TRAILING_STOP,[sl 4661.45],4661.45,0.0,2071.13,1071.13,Monday,15,2026-08-24
387,9623946,3440648,3440793,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-24 15:47:30.329,2026-08-24 15:49:28.339,118.01,1m 58s,4674.93,4675.04,0.11,0.11,0.11,0.0,0.0,0.11,1,TRAILING_STOP,[sl 4675.04],4675.04,0.0,2071.24,1071.24,Monday,15,2026-08-24
388,9623948,3440702,3444370,XAUUSD.u,BUY,STR B6,6,0.01,2026-08-24 15:48:41.991,2026-08-24 16:42:30.164,3228.17,53m 48s,4676.49,4672.9,-3.59,-3.59,-3.59,0.0,0.0,-3.59,0,BASKET_CLOSE,STR CLOSE,,,2067.65,1067.65,Monday,15,2026-08-24
389,9623950,3440772,3444368,XAUUSD.u,BUY,STR B7,7,0.01,2026-08-24 15:49:18.973,2026-08-24 16:42:29.939,3190.97,53m 10s,4678.05,4672.87,-5.18,-5.18,-5.18,0.0,0.0,-5.18,0,BASKET_CLOSE,STR CLOSE,,,2062.47,1062.47,Monday,15,2026-08-24
390,9624956,3440794,3444099,XAUUSD.u,BUY,STR B5,5,0.01,2026-08-24 15:49:28.654,2026-08-24 16:38:13.689,2925.03,48m 45s,4674.93,4675.77,0.84,0.84,0.84,0.0,0.0,0.84,1,TRAILING_STOP,[sl 4675.77],4675.77,0.0,2063.31,1063.31,Monday,15,2026-08-24
391,9624962,3440845,3443937,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-24 15:49:40.894,2026-08-24 16:36:41.571,2820.68,47m 0s,4673.37,4677.33,3.96,3.96,3.96,0.0,0.0,3.96,1,TRAILING_STOP,[sl 4677.33],4677.33,0.0,2067.27,1067.27,Monday,15,2026-08-24
392,9625086,3440926,3443498,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-24 15:50:48.798,2026-08-24 16:29:55.720,2346.92,39m 6s,4671.81,4672.02,0.21,0.21,0.21,0.0,0.0,0.21,1,TRAILING_STOP,[sl 4672.02],4672.02,0.0,2067.48,1067.48,Monday,15,2026-08-24
393,9625190,3441028,3442163,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-24 15:51:54.882,2026-08-24 16:11:20.342,1165.46,19m 25s,4668.69,4669.06,0.37,0.37,0.37,0.0,0.0,0.37,1,TRAILING_STOP,[sl 4669.06],4669.06,0.0,2067.85,1067.85,Monday,15,2026-08-24
394,9625468,3441303,3441577,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 15:54:04.133,2026-08-24 15:58:49.881,285.75,4m 45s,4664.01,4662.58,-1.43,1.43,1.43,0.0,0.0,1.43,1,TRAILING_STOP,[sl 4662.58],4662.58,0.0,2069.28,1069.28,Monday,15,2026-08-24
395,9625493,3441322,3441573,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 15:54:37.328,2026-08-24 15:58:40.712,243.38,4m 3s,4665.57,4661.03,-4.54,4.54,4.54,0.0,0.0,4.54,1,TRAILING_STOP,[sl 4661.03],4661.03,0.0,2073.82,1073.82,Monday,15,2026-08-24
396,9625451,3441524,3442702,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-24 15:58:04.620,2026-08-24 16:16:41.139,1116.52,18m 36s,4662.45,4657.78,-4.67,4.67,4.67,0.0,0.0,4.67,1,TRAILING_STOP,[sl 4657.78],4657.78,0.0,2078.49,1078.49,Monday,15,2026-08-24
397,9625767,3441592,3441718,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 15:59:10.549,2026-08-24 16:01:09.683,119.13,1m 59s,4664.01,4663.17,-0.84,0.84,0.84,0.0,0.0,0.84,1,TRAILING_STOP,[sl 4663.17],4663.17,0.0,2079.33,1079.33,Monday,15,2026-08-24
398,9625796,3441623,3441712,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 16:00:12.932,2026-08-24 16:01:00.602,47.67,47s,4665.57,4661.62,-3.95,3.95,3.95,0.0,0.0,3.95,1,TRAILING_STOP,[sl 4661.62],4661.62,0.0,2083.28,1083.28,Monday,16,2026-08-24
399,9625905,3441735,3441864,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 16:01:31.189,2026-08-24 16:04:49.714,198.53,3m 18s,4664.01,4663.46,-0.55,0.55,0.55,0.0,0.0,0.55,1,TRAILING_STOP,[sl 4663.46],4663.46,0.0,2083.83,1083.83,Monday,16,2026-08-24
400,9625915,3441738,3441849,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 16:01:37.161,2026-08-24 16:04:21.671,164.51,2m 44s,4665.57,4661.99,-3.58,3.58,3.58,0.0,0.0,3.58,1,TRAILING_STOP,[sl 4661.99],4661.99,0.0,2087.41,1087.41,Monday,16,2026-08-24
401,9626044,3441867,3442703,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-24 16:04:50.718,2026-08-24 16:16:41.139,710.42,11m 50s,4664.01,4657.78,-6.23,6.23,6.23,0.0,0.0,6.23,1,TRAILING_STOP,[sl 4657.78],4657.78,0.0,2093.64,1093.64,Monday,16,2026-08-24
402,9626130,3441952,3442441,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 16:05:55.978,2026-08-24 16:13:27.572,451.59,7m 31s,4665.57,4665.24,-0.33,0.33,0.33,0.0,0.0,0.33,1,TRAILING_STOP,[sl 4665.24],4665.24,0.0,2093.97,1093.97,Monday,16,2026-08-24
403,9625181,3442085,3443491,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-24 16:09:57.177,2026-08-24 16:29:32.005,1174.83,19m 34s,4670.25,4673.54,3.29,3.29,3.29,0.0,0.0,3.29,1,TRAILING_STOP,[sl 4673.54],4673.54,0.0,2097.26,1097.26,Monday,16,2026-08-24
404,9626620,3442444,3442704,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-24 16:13:29.006,2026-08-24 16:16:41.139,192.13,3m 12s,4665.57,4657.78,-7.79,7.79,7.79,0.0,0.0,7.79,1,TRAILING_STOP,[sl 4657.78],4657.78,0.0,2105.05,1105.05,Monday,16,2026-08-24
