Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Fee,Swap,Profit,Balance,Comment,
2026.06.12 12:20:49.599,2327976,,balance,,,,,0,0,0,0.00,0.00,Initial balance from CRM,
2026.06.19 17:13:39.962,2338845,,balance,,,,,0,0,0,2000.00,2000.00,Deposit from #USDT TRC20,
2026.06.23 16:17:39.674,2341790,XAUUSD,sell,in,0.01,4135.80,20175420,0.00,0.00,0.00,0.00,2000.00,STR S1,
2026.06.23 16:18:10.398,2341791,XAUUSD,sell,in,0.01,4134.63,20175422,0.00,0.00,0.00,0.00,2000.00,STR S2,
2026.06.23 16:18:20.298,2341792,XAUUSD,sell,in,0.01,4133.64,20175424,0.00,0.00,0.00,0.00,2000.00,STR S3,
2026.06.23 16:18:34.403,2341795,XAUUSD,buy,out,0.01,4135.53,20175521,0.00,0.00,0.00,0.27,2000.27,[sl 4135.53],
2026.06.23 16:18:44.504,2341799,XAUUSD,sell,in,0.01,4135.84,20175523,0.00,0.00,0.00,0.00,2000.27,STR S1,
2026.06.23 16:19:09.167,2341801,XAUUSD,buy,in,0.01,4138.05,20175419,0.00,0.00,0.00,0.00,2000.27,STR B1,
2026.06.23 16:19:26.833,2341804,XAUUSD,buy,in,0.01,4139.39,20175421,0.00,0.00,0.00,0.00,2000.27,STR B2,
2026.06.23 16:19:28.349,2341805,XAUUSD,buy,in,0.01,4140.31,20175423,0.00,0.00,0.00,0.00,2000.27,STR B3,
2026.06.23 16:19:34.187,2341810,XAUUSD,buy,in,0.01,4141.51,20175425,0.00,0.00,0.00,0.00,2000.27,STR B4,
2026.06.23 16:20:34.834,2341812,XAUUSD,sell,out,0.01,4139.54,20175533,0.00,0.00,0.00,1.49,2001.76,[sl 4139.83],
2026.06.23 16:20:34.834,2341813,XAUUSD,sell,out,0.01,4139.54,20175534,0.00,0.00,0.00,0.15,2001.91,[sl 4139.78],
2026.06.23 16:23:05.671,2341815,XAUUSD,buy,in,0.01,4138.05,20175536,0.00,0.00,0.00,0.00,2001.91,STR B1,
2026.06.23 16:23:17.015,2341816,XAUUSD,buy,in,0.01,4139.28,20175535,0.00,0.00,0.00,0.00,2001.91,STR B2,
2026.06.23 16:23:42.200,2341817,XAUUSD,buy,in,0.01,4142.47,20175427,0.00,0.00,0.00,0.00,2001.91,STR B5,
2026.06.23 16:23:51.727,2341820,XAUUSD,sell,out,0.01,4140.47,20175541,0.00,0.00,0.00,0.16,2002.07,[sl 4140.57],
2026.06.23 16:23:51.727,2341821,XAUUSD,sell,out,0.01,4140.47,20175542,0.00,0.00,0.00,1.19,2003.26,[sl 4140.57],
2026.06.23 16:23:51.728,2341822,XAUUSD,sell,out,0.01,4140.47,20175543,0.00,0.00,0.00,2.42,2005.68,[sl 4140.57],
2026.06.23 16:24:04.030,2341824,XAUUSD,buy,in,0.01,4139.22,20175545,0.00,0.00,0.00,0.00,2005.68,STR B2,
2026.06.23 16:24:20.294,2341825,XAUUSD,buy,in,0.01,4138.04,20175546,0.00,0.00,0.00,0.00,2005.68,STR B1,
2026.06.23 16:26:14.348,2341834,XAUUSD,sell,in,0.01,4132.53,20175426,0.00,0.00,0.00,0.00,2005.68,STR S4,
2026.06.23 16:26:21.690,2341836,XAUUSD,sell,in,0.01,4131.13,20175428,0.00,0.00,0.00,0.00,2005.68,STR S5,
2026.06.23 16:27:05.043,2341841,XAUUSD,buy,out,0.01,4133.70,20175584,0.00,0.00,0.00,2.14,2007.82,[sl 4133.70],
2026.06.23 16:27:05.043,2341842,XAUUSD,buy,out,0.01,4133.70,20175585,0.00,0.00,0.00,0.93,2008.75,[sl 4133.70],
2026.06.23 16:27:48.578,2341843,XAUUSD,sell,in,0.01,4130.27,20175430,0.00,0.00,0.00,0.00,2008.75,STR S6,
2026.06.23 16:28:05.494,2341846,XAUUSD,sell,in,0.01,4129.22,20175432,0.00,0.00,0.00,0.00,2008.75,STR S7,
2026.06.23 16:28:48.974,2341851,XAUUSD,buy,out,0.01,4131.32,20175592,0.00,0.00,0.00,2.32,2011.07,[sl 4131.32],
2026.06.23 16:28:48.975,2341852,XAUUSD,buy,out,0.01,4131.32,20175593,0.00,0.00,0.00,1.21,2012.28,[sl 4131.32],
2026.06.23 16:31:29.977,2341859,XAUUSD,sell,in,0.01,4128.13,20175434,0.00,0.00,0.00,0.00,2012.28,STR S8,
2026.06.23 16:33:35.435,2341878,XAUUSD,buy,out,0.01,4129.68,20175619,0.00,0.00,0.00,1.45,2013.73,[sl 4129.58],
2026.06.23 16:33:35.436,2341879,XAUUSD,buy,out,0.01,4129.68,20175620,0.00,0.00,0.00,0.59,2014.32,[sl 4129.58],
2026.06.23 16:33:58.694,2341880,XAUUSD,sell,in,0.01,4126.92,20175436,0.00,0.00,0.00,0.00,2014.32,STR S9,
2026.06.23 16:34:04.262,2341881,XAUUSD,sell,in,0.01,4125.47,20175438,0.00,0.00,0.00,0.00,2014.32,STR S10,
2026.06.23 16:34:05.056,2341882,XAUUSD,sell,in,0.01,4124.67,20175440,0.00,0.00,0.00,0.00,2014.32,STR S11,
2026.06.23 16:34:56.579,2341883,XAUUSD,buy,out,0.01,4127.19,20175621,0.00,0.00,0.00,2.03,2016.35,[sl 4127.19],
2026.06.23 16:34:56.579,2341884,XAUUSD,buy,out,0.01,4127.19,20175622,0.00,0.00,0.00,0.94,2017.29,[sl 4127.19],
2026.06.23 16:36:10.935,2341886,XAUUSD,sell,in,0.01,4128.10,20175624,0.00,0.00,0.00,0.00,2017.29,STR S8,
2026.06.23 16:38:47.370,2341888,XAUUSD,sell,in,0.01,4123.72,20175442,0.00,0.00,0.00,0.00,2017.29,STR S12,
2026.06.23 16:40:03.773,2341889,XAUUSD,buy,out,0.01,4125.58,20175625,0.00,0.00,0.00,1.34,2018.63,[sl 4125.50],
2026.06.23 16:40:03.773,2341890,XAUUSD,buy,out,0.01,4125.58,20175626,0.00,0.00,0.00,2.52,2021.15,[sl 4125.50],
2026.06.23 16:43:22.863,2341898,XAUUSD,sell,in,0.01,4126.67,20175633,0.00,0.00,0.00,0.00,2021.15,STR S9,
2026.06.23 16:43:45.465,2341900,XAUUSD,sell,in,0.01,4128.09,20175635,0.00,0.00,0.00,0.00,2021.15,STR S8,
2026.06.23 16:45:11.991,2341901,XAUUSD,buy,out,0.01,4127.05,20175636,0.00,0.00,0.00,1.04,2022.19,[sl 4126.96],
2026.06.23 16:50:44.675,2341902,XAUUSD,buy,out,0.01,4126.28,20175637,0.00,0.00,0.00,0.39,2022.58,[sl 4126.26],
2026.06.23 16:51:29.769,2341904,XAUUSD,sell,in,0.01,4129.24,20175642,0.00,0.00,0.00,0.00,2022.58,STR S7,
2026.06.23 16:51:39.235,2341905,XAUUSD,sell,in,0.01,4128.13,20175641,0.00,0.00,0.00,0.00,2022.58,STR S8,
2026.06.23 16:54:14.668,2341907,XAUUSD,sell,in,0.01,4127.02,20175639,0.00,0.00,0.00,0.00,2022.58,STR S9,
2026.06.23 16:55:45.321,2341908,XAUUSD,buy,out,0.01,4129.10,20175643,0.00,0.00,0.00,0.14,2022.72,[sl 4129.10],
2026.06.23 16:57:23.618,2341909,XAUUSD,buy,out,0.01,4127.88,20175644,0.00,0.00,0.00,0.25,2022.97,[sl 4127.79],
2026.06.23 16:58:06.852,2341910,XAUUSD,sell,in,0.01,4128.11,20175645,0.00,0.00,0.00,0.00,2022.97,STR S8,
2026.06.23 16:59:36.166,2341911,XAUUSD,sell,in,0.01,4128.98,20175646,0.00,0.00,0.00,0.00,2022.97,STR S7,
2026.06.23 17:00:38.328,2341914,XAUUSD,sell,in,0.01,4131.33,20175649,0.00,0.00,0.00,0.00,2022.97,STR S5,
2026.06.23 17:00:54.706,2341915,XAUUSD,sell,in,0.01,4130.23,20175647,0.00,0.00,0.00,0.00,2022.97,STR S6,
2026.06.23 17:01:23.661,2341916,XAUUSD,sell,in,0.01,4133.63,20175652,0.00,0.00,0.00,0.00,2022.97,STR S3,
2026.06.23 17:01:33.132,2341917,XAUUSD,sell,in,0.01,4132.46,20175651,0.00,0.00,0.00,0.00,2022.97,STR S4,
2026.06.23 17:05:08.121,2341920,XAUUSD,sell,in,0.01,4134.70,20175655,0.00,0.00,0.00,0.00,2022.97,STR S2,
2026.06.23 17:10:03.476,2341926,XAUUSD,buy,out,0.01,4126.41,20175685,0.00,0.00,0.00,0.61,2023.58,[sl 4126.27],
2026.06.23 17:10:03.477,2341927,XAUUSD,buy,out,0.01,4126.41,20175686,0.00,0.00,0.00,1.70,2025.28,[sl 4126.27],
2026.06.23 17:10:03.477,2341928,XAUUSD,buy,out,0.01,4126.41,20175687,0.00,0.00,0.00,2.57,2027.85,[sl 4126.27],
2026.06.23 17:10:03.477,2341929,XAUUSD,buy,out,0.01,4126.41,20175688,0.00,0.00,0.00,3.82,2031.67,[sl 4126.27],
2026.06.23 17:10:03.477,2341930,XAUUSD,buy,out,0.01,4126.41,20175689,0.00,0.00,0.00,4.92,2036.59,[sl 4126.10],
2026.06.23 17:10:03.477,2341931,XAUUSD,buy,out,0.01,4126.41,20175690,0.00,0.00,0.00,6.05,2042.64,[sl 4126.26],
2026.06.23 17:10:03.477,2341932,XAUUSD,buy,out,0.01,4126.41,20175691,0.00,0.00,0.00,7.22,2049.86,[sl 4126.27],
2026.06.23 17:10:03.477,2341933,XAUUSD,buy,out,0.01,4126.41,20175692,0.00,0.00,0.00,8.29,2058.15,[sl 4126.27],
2026.06.23 17:11:43.733,2341937,XAUUSD,sell,in,0.01,4126.52,20175695,0.00,0.00,0.00,0.00,2058.15,STR S9,
2026.06.23 17:15:10.645,2341938,XAUUSD,sell,in,0.01,4128.14,20175696,0.00,0.00,0.00,0.00,2058.15,STR S8,
2026.06.23 17:17:09.345,2341939,XAUUSD,sell,in,0.01,4129.22,20175697,0.00,0.00,0.00,0.00,2058.15,STR S7,
2026.06.23 17:26:01.818,2341962,XAUUSD,buy,out,0.01,4126.40,20175720,0.00,0.00,0.00,0.12,2058.27,[sl 4126.38],
2026.06.23 17:26:01.819,2341963,XAUUSD,buy,out,0.01,4126.40,20175721,0.00,0.00,0.00,1.74,2060.01,[sl 4126.38],
2026.06.23 17:26:01.819,2341964,XAUUSD,buy,out,0.01,4126.40,20175722,0.00,0.00,0.00,2.82,2062.83,[sl 4126.38],
2026.06.23 17:27:01.407,2341965,XAUUSD,sell,in,0.01,4126.88,20175723,0.00,0.00,0.00,0.00,2062.83,STR S9,
2026.06.23 17:31:30.101,2341966,XAUUSD,sell,in,0.01,4129.24,20175725,0.00,0.00,0.00,0.00,2062.83,STR S7,
2026.06.23 17:33:14.899,2341972,XAUUSD,sell,in,0.01,4134.60,20175730,0.00,0.00,0.00,0.00,2062.83,STR S2,
2026.06.23 17:33:39.475,2341973,XAUUSD,sell,in,0.01,4133.64,20175729,0.00,0.00,0.00,0.00,2062.83,STR S3,
2026.06.23 17:38:11.211,2341976,XAUUSD,sell,in,0.01,4135.64,20175760,0.00,0.00,0.00,0.00,2062.83,STR S1,
2026.06.23 17:42:31.311,2341983,XAUUSD,buy,in,0.01,4140.25,20175544,0.00,0.00,0.00,0.00,2062.83,STR B3,
2026.06.23 17:44:37.447,2341992,XAUUSD,sell,out,0.01,4139.17,20175799,0.00,0.00,0.00,-0.05,2062.78,[sl 4139.25],
2026.06.23 17:44:37.448,2341993,XAUUSD,sell,out,0.01,4139.17,20175800,0.00,0.00,0.00,1.13,2063.91,[sl 4139.25],
2026.06.23 17:45:00.120,2341994,XAUUSD,buy,in,0.01,4139.17,20175801,0.00,0.00,0.00,0.00,2063.91,STR B2,
2026.06.23 17:54:27.347,2342001,XAUUSD,buy,in,0.01,4138.06,20175802,0.00,0.00,0.00,0.00,2063.91,STR B1,
2026.06.23 18:18:24.609,2342005,XAUUSD,buy,out,0.01,4135.51,20175809,0.00,0.00,0.00,0.13,2064.04,[sl 4135.41],
2026.06.23 18:24:13.504,2342008,XAUUSD,sell,in,0.01,4135.76,20175810,0.00,0.00,0.00,0.00,2064.04,STR S1,
2026.06.23 18:38:09.738,2342013,XAUUSD,sell,out,0.01,4140.68,20175817,0.00,0.00,0.00,0.43,2064.47,[sl 4140.68],
2026.06.23 18:38:09.738,2342014,XAUUSD,sell,out,0.01,4140.68,20175818,0.00,0.00,0.00,1.51,2065.98,[sl 4140.68],
2026.06.23 18:38:09.738,2342015,XAUUSD,sell,out,0.01,4140.68,20175819,0.00,0.00,0.00,2.62,2068.60,[sl 4140.68],
2026.06.23 18:44:37.072,2342017,XAUUSD,buy,in,0.01,4143.58,20175429,0.00,0.00,0.00,0.00,2068.60,STR B6,
2026.06.23 18:45:49.182,2342018,XAUUSD,sell,out,0.01,4141.45,20175820,0.00,0.00,0.00,-0.06,2068.54,[sl 4141.75],
2026.06.23 18:47:37.185,2342019,XAUUSD,buy,in,0.01,4140.51,20175822,0.00,0.00,0.00,0.00,2068.54,STR B3,
2026.06.23 18:57:13.383,2342021,XAUUSD,sell,in,0.01,4132.26,20175728,0.00,0.00,0.00,0.00,2068.54,STR S4,
2026.06.23 18:59:09.492,2342023,XAUUSD,buy,out,0.01,4134.20,20175827,0.00,0.00,0.00,0.40,2068.94,[sl 4133.98],
2026.06.23 18:59:09.492,2342024,XAUUSD,buy,out,0.01,4134.20,20175828,0.00,0.00,0.00,1.56,2070.50,[sl 4133.99],
2026.06.23 18:59:32.283,2342026,XAUUSD,sell,in,0.01,4134.65,20175830,0.00,0.00,0.00,0.00,2070.50,STR S2,
2026.06.23 19:00:38.856,2342027,XAUUSD,sell,in,0.01,4131.44,20175727,0.00,0.00,0.00,0.00,2070.50,STR S5,
2026.06.23 19:01:12.720,2342029,XAUUSD,buy,out,0.01,4133.30,20175832,0.00,0.00,0.00,0.34,2070.84,[sl 4133.12],
2026.06.23 19:01:12.720,2342030,XAUUSD,buy,out,0.01,4133.30,20175833,0.00,0.00,0.00,1.35,2072.19,[sl 4133.12],
2026.06.23 19:08:21.679,2342031,XAUUSD,sell,in,0.01,4133.16,20175834,0.00,0.00,0.00,0.00,2072.19,STR S3,
2026.06.23 19:09:01.373,2342032,XAUUSD,sell,in,0.01,4130.28,20175726,0.00,0.00,0.00,0.00,2072.19,STR S6,
2026.06.23 19:09:36.096,2342033,XAUUSD,buy,out,0.01,4132.41,20175835,0.00,0.00,0.00,0.75,2072.94,[sl 4132.34],
2026.06.23 19:12:55.354,2342037,XAUUSD,buy,in,0.01,4138.05,20175825,0.00,0.00,0.00,0.00,2072.94,STR B1,
2026.06.23 19:13:01.156,2342038,XAUUSD,buy,in,0.01,4139.18,20175824,0.00,0.00,0.00,0.00,2072.94,STR B2,
2026.06.23 19:17:35.954,2342040,XAUUSD,sell,in,0.01,4135.70,20175841,0.00,0.00,0.00,0.00,2072.94,STR S1,
2026.06.23 19:24:15.298,2342041,XAUUSD,sell,in,0.01,4134.74,20175840,0.00,0.00,0.00,0.00,2072.94,STR S2,
2026.06.23 19:24:49.889,2342043,XAUUSD,sell,in,0.01,4133.62,20175839,0.00,0.00,0.00,0.00,2072.94,STR S3,
2026.06.23 19:28:03.703,2342045,XAUUSD,buy,out,0.01,4132.37,20175845,0.00,0.00,0.00,1.25,2074.19,[sl 4132.30],
2026.06.23 19:28:03.703,2342046,XAUUSD,buy,out,0.01,4132.37,20175846,0.00,0.00,0.00,2.37,2076.56,[sl 4132.30],
2026.06.23 19:28:03.704,2342047,XAUUSD,buy,out,0.01,4132.37,20175847,0.00,0.00,0.00,3.33,2079.89,[sl 4132.28],
2026.06.23 19:32:13.666,2342050,XAUUSD,sell,in,0.01,4128.14,20175724,0.00,0.00,0.00,0.00,2079.89,STR S8,
2026.06.23 19:33:03.973,2342051,XAUUSD,buy,out,0.01,4130.05,20175849,0.00,0.00,0.00,0.23,2080.12,[sl 4130.05],
2026.06.23 19:33:03.974,2342052,XAUUSD,buy,out,0.01,4130.05,20175850,0.00,0.00,0.00,1.39,2081.51,[sl 4130.05],
2026.06.23 19:33:03.974,2342053,XAUUSD,buy,out,0.01,4130.05,20175851,0.00,0.00,0.00,2.21,2083.72,[sl 4130.05],
2026.06.23 19:39:35.377,2342056,XAUUSD,sell,in,0.01,4130.30,20175854,0.00,0.00,0.00,0.00,2083.72,STR S6,
2026.06.23 19:45:05.006,2342057,XAUUSD,sell,in,0.01,4131.43,20175855,0.00,0.00,0.00,0.00,2083.72,STR S5,
2026.06.23 19:47:21.580,2342058,XAUUSD,sell,in,0.01,4131.62,20175856,0.00,0.00,0.00,0.00,2083.72,STR S4,
2026.06.23 20:00:48.782,2342059,XAUUSD,buy,out,0.01,4129.81,20175857,0.00,0.00,0.00,0.49,2084.21,[sl 4129.77],
2026.06.23 20:00:48.783,2342060,XAUUSD,buy,out,0.01,4129.81,20175858,0.00,0.00,0.00,1.62,2085.83,[sl 4129.77],
2026.06.23 20:00:48.783,2342061,XAUUSD,buy,out,0.01,4129.81,20175859,0.00,0.00,0.00,1.81,2087.64,[sl 4129.77],
2026.06.23 20:01:20.145,2342062,XAUUSD,sell,in,0.01,4130.30,20175860,0.00,0.00,0.00,0.00,2087.64,STR S6,
2026.06.23 20:09:06.680,2342076,XAUUSD,buy,out,0.01,4125.09,20175874,0.00,0.00,0.00,0.38,2088.02,[sl 4125.08],
2026.06.23 20:10:02.007,2342077,XAUUSD,buy,out,0.01,4126.06,20175875,0.00,0.00,0.00,0.82,2088.84,[sl 4126.04],
2026.06.23 20:10:02.008,2342078,XAUUSD,buy,out,0.01,4126.06,20175876,0.00,0.00,0.00,2.08,2090.92,[sl 4126.03],
2026.06.23 20:10:02.008,2342079,XAUUSD,buy,out,0.01,4126.06,20175877,0.00,0.00,0.00,3.18,2094.10,[sl 4126.04],
2026.06.23 20:10:02.008,2342080,XAUUSD,buy,out,0.01,4126.06,20175878,0.00,0.00,0.00,4.24,2098.34,[sl 4126.04],
2026.06.23 20:23:53.041,2342084,XAUUSD,sell,in,0.01,4122.64,20175444,0.00,0.00,0.00,0.00,2098.34,STR S13,
2026.06.23 20:25:23.137,2342086,XAUUSD,sell,in,0.01,4121.51,20175446,0.00,0.00,0.00,0.00,2098.34,STR S14,
2026.06.23 20:30:03.464,2342088,XAUUSD,sell,in,0.01,4120.43,20175448,0.00,0.00,0.00,0.00,2098.34,STR S15,
2026.06.23 20:31:36.492,2342090,XAUUSD,buy,out,0.01,4121.61,20175883,0.00,0.00,0.00,3.06,2101.40,[sl 4121.60],
2026.06.23 20:31:37.653,2342091,XAUUSD,buy,out,0.01,4121.65,20175884,0.00,0.00,0.00,2.07,2103.47,[sl 4121.62],
2026.06.23 20:31:37.653,2342092,XAUUSD,buy,out,0.01,4121.65,20175885,0.00,0.00,0.00,0.99,2104.46,[sl 4121.62],
2026.06.23 20:40:37.104,2342096,XAUUSD,sell,in,0.03,4119.27,20175450,0.00,0.00,0.00,0.00,2104.46,STR S16,
2026.06.23 20:41:06.704,2342106,XAUUSD,sell,in,0.03,4118.18,20175452,0.00,0.00,0.00,0.00,2104.46,STR S17,
2026.06.23 20:42:37.413,2342108,XAUUSD,sell,in,0.03,4117.10,20175454,0.00,0.00,0.00,0.00,2104.46,STR S18,
2026.06.23 20:44:55.657,2342110,XAUUSD,sell,in,0.03,4116.03,20175456,0.00,0.00,0.00,0.00,2104.46,STR S19,
2026.06.23 20:46:02.514,2342111,XAUUSD,sell,in,0.03,4114.93,20175458,0.00,0.00,0.00,0.00,2104.46,STR S20,
2026.06.23 20:47:00.046,2342115,XAUUSD,sell,in,0.03,4113.84,20175460,0.00,0.00,0.00,0.00,2104.46,STR S21,
2026.06.23 20:47:04.834,2342116,XAUUSD,sell,out,0.01,4113.93,20175926,0.00,0.00,0.00,-24.12,2080.34,,
2026.06.23 20:47:04.933,2342117,XAUUSD,sell,out,0.01,4113.93,20175927,0.00,0.00,0.00,-25.25,2055.09,,
2026.06.23 20:47:05.033,2342118,XAUUSD,sell,out,0.01,4113.92,20175928,0.00,0.00,0.00,-26.59,2028.50,,
2026.06.23 20:47:05.132,2342119,XAUUSD,buy,out,0.03,4114.24,20175929,0.00,0.00,0.00,-1.20,2027.30,,
2026.06.23 20:47:05.232,2342120,XAUUSD,buy,out,0.03,4114.24,20175930,0.00,0.00,0.00,2.07,2029.37,,
2026.06.23 20:47:05.330,2342121,XAUUSD,buy,out,0.03,4114.25,20175931,0.00,0.00,0.00,5.34,2034.71,,
2026.06.23 20:47:05.430,2342122,XAUUSD,buy,out,0.03,4114.26,20175932,0.00,0.00,0.00,8.52,2043.23,,
2026.06.23 20:47:05.528,2342123,XAUUSD,buy,out,0.03,4114.26,20175933,0.00,0.00,0.00,11.76,2054.99,,
2026.06.23 20:47:05.628,2342124,XAUUSD,buy,out,0.03,4114.12,20175934,0.00,0.00,0.00,15.45,2070.44,,
2026.06.23 20:47:05.725,2342125,XAUUSD,buy,out,0.01,4114.12,20175935,0.00,0.00,0.00,6.31,2076.75,,
2026.06.23 20:47:05.824,2342126,XAUUSD,buy,out,0.01,4114.08,20175936,0.00,0.00,0.00,7.43,2084.18,,
2026.06.23 20:47:05.922,2342127,XAUUSD,sell,out,0.01,4113.76,20175937,0.00,0.00,0.00,-29.82,2054.36,,
2026.06.23 20:47:06.020,2342128,XAUUSD,sell,out,0.01,4113.76,20175938,0.00,0.00,0.00,-28.71,2025.65,,
2026.06.23 20:47:20.180,2342129,XAUUSD,buy,in,0.01,4114.38,20175939,0.00,0.00,0.00,0.00,2025.65,STR B1,
2026.06.23 20:48:12.228,2342131,XAUUSD,buy,in,0.01,4115.38,20175941,0.00,0.00,0.00,0.00,2025.65,STR B2,
2026.06.23 20:50:20.154,2342132,XAUUSD,buy,in,0.01,4116.08,20175943,0.00,0.00,0.00,0.00,2025.65,STR B3,
2026.06.23 20:50:45.563,2342134,XAUUSD,buy,in,0.01,4117.00,20175945,0.00,0.00,0.00,0.00,2025.65,STR B4,
2026.06.23 20:52:48.498,2342135,XAUUSD,sell,out,0.01,4115.40,20176040,0.00,0.00,0.00,1.02,2026.67,[sl 4115.46],
2026.06.23 20:52:48.499,2342136,XAUUSD,sell,out,0.01,4115.40,20176041,0.00,0.00,0.00,0.02,2026.69,[sl 4115.46],
2026.06.23 20:53:26.250,2342137,XAUUSD,buy,in,0.01,4115.21,20176042,0.00,0.00,0.00,0.00,2026.69,STR B2,
2026.06.23 20:59:05.194,2342138,XAUUSD,buy,in,0.01,4117.87,20175947,0.00,0.00,0.00,0.00,2026.69,STR B5,
2026.06.23 21:00:43.258,2342139,XAUUSD,buy,in,0.01,4118.70,20175949,0.00,0.00,0.00,0.00,2026.69,STR B6,
2026.06.23 21:01:13.468,2342141,XAUUSD,buy,in,0.01,4119.58,20175951,0.00,0.00,0.00,0.00,2026.69,STR B7,
2026.06.23 21:01:25.371,2342142,XAUUSD,buy,in,0.01,4120.54,20175953,0.00,0.00,0.00,0.00,2026.69,STR B8,
2026.06.23 21:01:39.034,2342143,XAUUSD,buy,in,0.01,4121.40,20175955,0.00,0.00,0.00,0.00,2026.69,STR B9,
2026.06.23 21:01:46.490,2342145,XAUUSD,buy,in,0.01,4122.18,20175957,0.00,0.00,0.00,0.00,2026.69,STR B10,
2026.06.23 21:01:52.319,2342146,XAUUSD,sell,out,0.01,4122.03,20176043,0.00,0.00,0.00,6.82,2033.51,,
2026.06.23 21:01:52.417,2342147,XAUUSD,sell,out,0.01,4122.03,20176044,0.00,0.00,0.00,-0.15,2033.36,,
2026.06.23 21:01:52.517,2342148,XAUUSD,sell,out,0.01,4122.03,20176045,0.00,0.00,0.00,0.63,2033.99,,
2026.06.23 21:01:52.618,2342149,XAUUSD,sell,out,0.01,4122.03,20176046,0.00,0.00,0.00,1.49,2035.48,,
2026.06.23 21:01:52.717,2342150,XAUUSD,sell,out,0.01,4122.03,20176047,0.00,0.00,0.00,2.45,2037.93,,
2026.06.23 21:01:52.820,2342151,XAUUSD,sell,out,0.01,4122.02,20176048,0.00,0.00,0.00,3.32,2041.25,,
2026.06.23 21:01:52.919,2342152,XAUUSD,sell,out,0.01,4122.02,20176049,0.00,0.00,0.00,4.15,2045.40,,
2026.06.23 21:01:53.018,2342153,XAUUSD,sell,out,0.01,4122.02,20176050,0.00,0.00,0.00,5.02,2050.42,,
2026.06.23 21:01:53.118,2342154,XAUUSD,sell,out,0.01,4121.90,20176051,0.00,0.00,0.00,5.82,2056.24,,
2026.06.23 21:02:28.699,2342155,XAUUSD,buy,in,0.01,4122.47,20176052,0.00,0.00,0.00,0.00,2056.24,STR B1,
2026.06.23 21:03:12.278,2342157,XAUUSD,buy,in,0.01,4123.37,20176054,0.00,0.00,0.00,0.00,2056.24,STR B2,
2026.06.23 21:04:10.856,2342158,XAUUSD,buy,in,0.01,4124.11,20176056,0.00,0.00,0.00,0.00,2056.24,STR B3,
2026.06.23 21:05:20.490,2342162,XAUUSD,buy,in,0.01,4125.11,20176058,0.00,0.00,0.00,0.00,2056.24,STR B4,
2026.06.23 21:05:41.355,2342163,XAUUSD,buy,in,0.01,4126.18,20176060,0.00,0.00,0.00,0.00,2056.24,STR B5,
2026.06.23 21:06:09.747,2342164,XAUUSD,sell,out,0.01,4124.18,20176180,0.00,0.00,0.00,1.71,2057.95,[sl 4124.20],
2026.06.23 21:06:09.747,2342165,XAUUSD,sell,out,0.01,4124.18,20176181,0.00,0.00,0.00,0.81,2058.76,[sl 4124.20],
2026.06.23 21:06:09.748,2342166,XAUUSD,sell,out,0.01,4124.18,20176182,0.00,0.00,0.00,0.07,2058.83,[sl 4124.20],
2026.06.23 21:07:01.189,2342167,XAUUSD,buy,in,0.01,4124.18,20176183,0.00,0.00,0.00,0.00,2058.83,STR B3,
2026.06.23 21:09:05.621,2342173,XAUUSD,buy,in,0.01,4122.45,20176189,0.00,0.00,0.00,0.00,2058.83,STR B1,
2026.06.23 21:10:25.165,2342174,XAUUSD,buy,in,0.01,4123.34,20176186,0.00,0.00,0.00,0.00,2058.83,STR B2,
2026.06.23 21:15:38.091,2342180,XAUUSD,sell,in,0.01,4120.70,20176053,0.00,0.00,0.00,0.00,2058.83,STR S1,
2026.06.23 21:16:11.911,2342181,XAUUSD,sell,in,0.01,4119.89,20176055,0.00,0.00,0.00,0.00,2058.83,STR S2,
2026.06.23 21:18:03.423,2342182,XAUUSD,sell,in,0.01,4118.86,20176057,0.00,0.00,0.00,0.00,2058.83,STR S3,
2026.06.23 21:18:50.092,2342184,XAUUSD,sell,in,0.01,4118.23,20176059,0.00,0.00,0.00,0.00,2058.83,STR S4,
2026.06.23 21:19:56.907,2342185,XAUUSD,sell,in,0.01,4117.39,20176061,0.00,0.00,0.00,0.00,2058.83,STR S5,
2026.06.23 21:21:46.108,2342186,XAUUSD,buy,out,0.01,4119.43,20176219,0.00,0.00,0.00,1.27,2060.10,[sl 4119.41],
2026.06.23 21:21:46.108,2342187,XAUUSD,buy,out,0.01,4119.43,20176220,0.00,0.00,0.00,0.46,2060.56,[sl 4119.41],
2026.06.23 21:24:51.084,2342188,XAUUSD,sell,in,0.01,4120.68,20176222,0.00,0.00,0.00,0.00,2060.56,STR S1,
2026.06.23 21:38:56.658,2342190,XAUUSD,sell,out,0.01,4122.51,20176224,0.00,0.00,0.00,0.06,2060.62,[sl 4122.54],
2026.06.23 21:40:31.509,2342191,XAUUSD,buy,in,0.01,4122.51,20176225,0.00,0.00,0.00,0.00,2060.62,STR B1,
2026.06.23 21:47:29.955,2342192,XAUUSD,sell,in,0.01,4119.91,20176221,0.00,0.00,0.00,0.00,2060.62,STR S2,
2026.06.23 21:49:13.289,2342195,XAUUSD,buy,out,0.01,4119.80,20176228,0.00,0.00,0.00,0.11,2060.73,[sl 4119.77],
2026.06.23 21:49:13.290,2342196,XAUUSD,buy,out,0.01,4119.80,20176229,0.00,0.00,0.00,0.88,2061.61,[sl 4119.77],
