kind,t,cycle,side,lvl,vol,price,open_p,close_p,profit,reason,anchor,step
close,2026-07-16T18:12:43.183000,32,S,4,0.01,,4000.065,3993.535,6.530000000000199,basket_target,,
close,2026-07-16T18:12:43.183000,32,S,5,0.01,,3996.025,3993.535,2.4900000000002365,basket_target,,
close,2026-07-16T18:12:43.183000,32,S,6,0.01,,3996.025,3993.535,2.4900000000002365,basket_target,,
close,2026-07-16T18:12:43.183000,32,S,7,0.01,,3996.025,3993.535,2.4900000000002365,basket_target,,
close,2026-07-16T18:12:43.183000,32,S,8,0.01,,3993.385,3993.535,-0.1499999999996362,basket_target,,
close,2026-07-16T18:12:43.183000,32,S,9,0.01,,3993.385,3993.535,-0.1499999999996362,basket_target,,
cycle_close,2026-07-16T18:12:43.183000,32,,,,,,,,basket_target,,
order_place,2026-07-16T18:13:37.718000,33,B,1,0.01,3994.37,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,1,0.01,3991.71,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,2,0.01,3995.7000000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,2,0.01,3990.38,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,3,0.01,3997.03,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,3,0.01,3989.05,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,4,0.01,3998.36,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,4,0.01,3987.7200000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,5,0.01,3999.7000000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,5,0.01,3986.38,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,6,0.01,4001.03,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,6,0.01,3985.05,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,7,0.01,4002.36,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,7,0.01,3983.7200000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,8,0.01,4003.69,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,8,0.01,3982.39,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,9,0.01,4005.02,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,9,0.01,3981.06,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,10,0.01,4006.35,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,10,0.01,3979.73,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,11,0.06,4007.6800000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,11,0.06,3978.4,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,12,0.06,4009.01,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,12,0.06,3977.07,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,13,0.06,4010.34,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,13,0.06,3975.7400000000002,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,14,0.06,4011.67,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,14,0.06,3974.4100000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,15,0.06,4013.01,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,15,0.06,3973.07,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,16,0.06,4014.34,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,16,0.06,3971.7400000000002,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,17,0.06,4015.67,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,17,0.06,3970.4100000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,18,0.06,4017.0,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,18,0.06,3969.08,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,19,0.06,4018.33,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,19,0.06,3967.75,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,20,0.06,4019.6600000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,20,0.06,3966.42,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,21,0.15,4020.9900000000002,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,21,0.15,3965.09,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,22,0.15,4022.32,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,22,0.15,3963.76,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,23,0.15,4023.65,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,23,0.15,3962.4300000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,24,0.15,4024.98,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,24,0.15,3961.1,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,25,0.15,4026.32,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,25,0.15,3959.76,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,26,0.15,4027.65,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,26,0.15,3958.4300000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,27,0.15,4028.98,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,27,0.15,3957.1,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,28,0.15,4030.31,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,28,0.15,3955.77,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,29,0.15,4031.64,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,29,0.15,3954.44,,,,,,
order_place,2026-07-16T18:13:37.718000,33,B,30,0.15,4032.9700000000003,,,,,,
order_place,2026-07-16T18:13:37.718000,33,S,30,0.15,3953.11,,,,,,
deploy,2026-07-16T18:13:37.718000,33,,,,,,,,,3993.04,1.3310133333333334
fill,2026-07-16T18:15:40.893000,33,S,1,0.01,3990.2650000000003,,,,,,
fill,2026-07-16T18:15:40.893000,33,S,2,0.01,3990.2650000000003,,,,,,
fill,2026-07-16T18:19:53.094000,33,S,3,0.01,3987.145,,,,,,
fill,2026-07-16T18:19:53.094000,33,S,4,0.01,3987.145,,,,,,
fill,2026-07-16T18:20:26.905000,33,S,5,0.01,3984.235,,,,,,
fill,2026-07-16T18:20:26.905000,33,S,6,0.01,3984.235,,,,,,
close,2026-07-16T18:22:05.387000,33,S,1,0.01,,3990.2650000000003,3985.7200000000003,4.545000000000073,sl,,
close,2026-07-16T18:22:05.387000,33,S,2,0.01,,3990.2650000000003,3985.7200000000003,4.545000000000073,sl,,
close,2026-07-16T18:22:05.387000,33,S,3,0.01,,3987.145,3987.05,0.09499999999979991,sl,,
close,2026-07-16T18:22:05.387000,33,S,4,0.01,,3987.145,3987.05,0.09499999999979991,sl,,
order_place,2026-07-16T18:26:33.655000,33,S,4,0.01,3987.7200000000003,,,,,,
order_place,2026-07-16T18:36:18.201000,33,S,3,0.01,3989.05,,,,,,
order_place,2026-07-16T18:39:21.306000,33,S,2,0.01,3990.38,,,,,,
fill,2026-07-16T18:52:07.102000,33,B,1,0.01,3994.7549999999997,,,,,,
order_place,2026-07-16T18:52:07.102000,33,S,1,0.01,3991.71,,,,,,
fill,2026-07-16T18:55:42.877000,33,B,2,0.01,3996.145,,,,,,
fill,2026-07-16T19:01:20.311000,33,S,1,0.01,3991.6850000000004,,,,,,
fill,2026-07-16T19:12:41.275000,33,S,4,0.01,3986.665,,,,,,
fill,2026-07-16T19:12:41.275000,33,S,3,0.01,3986.665,,,,,,
fill,2026-07-16T19:12:41.275000,33,S,2,0.01,3986.665,,,,,,
fill,2026-07-16T19:36:07.857000,33,S,7,0.01,3981.445,,,,,,
fill,2026-07-16T19:36:07.857000,33,S,8,0.01,3981.445,,,,,,
close,2026-07-16T19:36:30.049000,33,S,1,0.01,,3991.6850000000004,3982.9300000000003,8.75500000000011,sl,,
close,2026-07-16T19:36:30.049000,33,S,4,0.01,,3986.665,3982.9300000000003,3.7349999999996726,sl,,
close,2026-07-16T19:36:30.049000,33,S,3,0.01,,3986.665,3982.9300000000003,3.7349999999996726,sl,,
close,2026-07-16T19:36:30.049000,33,S,2,0.01,,3986.665,3982.9300000000003,3.7349999999996726,sl,,
fill,2026-07-16T19:42:58.475000,33,S,9,0.01,3979.8450000000003,,,,,,
close,2026-07-16T19:46:26.567000,33,S,5,0.01,,3984.235,3981.33,2.9050000000002,sl,,
close,2026-07-16T19:46:26.567000,33,S,6,0.01,,3984.235,3981.33,2.9050000000002,sl,,
order_place,2026-07-16T19:49:11.721000,33,S,6,0.01,3985.05,,,,,,
order_place,2026-07-16T19:53:22.793000,33,S,5,0.01,3986.38,,,,,,
fill,2026-07-16T19:57:40.220000,33,S,6,0.01,3984.0750000000003,,,,,,
fill,2026-07-16T19:57:40.220000,33,S,5,0.01,3984.0750000000003,,,,,,
order_place,2026-07-16T20:10:56.347000,33,S,4,0.01,3987.7200000000003,,,,,,
fill,2026-07-16T20:13:01.823000,33,S,4,0.01,3986.755,,,,,,
order_place,2026-07-16T20:23:05.401000,33,S,3,0.01,3989.05,,,,,,
fill,2026-07-16T20:31:30.533000,33,S,3,0.01,3984.3250000000003,,,,,,
fill,2026-07-16T20:35:01.089000,33,S,10,0.01,3978.4550000000004,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,3,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,4,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,5,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,6,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,7,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,8,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,9,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,10,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,11,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,11,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,12,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,12,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,13,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,13,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,14,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,14,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,15,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,15,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,16,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,16,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,17,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,17,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,18,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,18,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,19,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,19,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,20,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,20,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,21,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,21,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,22,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,22,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,23,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,23,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,24,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,24,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,25,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,25,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,26,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,26,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,27,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,27,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,28,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,28,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,29,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,29,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,B,30,,,,,,,,
order_cancel,2026-07-16T20:35:01.089000,33,S,30,,,,,,,,
close,2026-07-16T20:35:01.089000,33,B,1,0.01,,3994.7549999999997,3978.4550000000004,-16.299999999999272,basket_target,,
close,2026-07-16T20:35:01.089000,33,B,2,0.01,,3996.145,3978.4550000000004,-17.6899999999996,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,7,0.01,,3981.445,3978.605,2.8400000000001455,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,8,0.01,,3981.445,3978.605,2.8400000000001455,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,9,0.01,,3979.8450000000003,3978.605,1.2400000000002365,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,6,0.01,,3984.0750000000003,3978.605,5.470000000000255,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,5,0.01,,3984.0750000000003,3978.605,5.470000000000255,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,4,0.01,,3986.755,3978.605,8.150000000000091,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,3,0.01,,3984.3250000000003,3978.605,5.720000000000255,basket_target,,
close,2026-07-16T20:35:01.089000,33,S,10,0.01,,3978.4550000000004,3978.605,-0.1499999999996362,basket_target,,
cycle_close,2026-07-16T20:35:01.089000,33,,,,,,,,basket_target,,
order_place,2026-07-16T20:35:25.056000,34,B,1,0.01,3978.85,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,1,0.01,3976.19,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,2,0.01,3980.17,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,2,0.01,3974.87,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,3,0.01,3981.5,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,3,0.01,3973.54,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,4,0.01,3982.82,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,4,0.01,3972.2200000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,5,0.01,3984.15,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,5,0.01,3970.89,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,6,0.01,3985.48,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,6,0.01,3969.56,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,7,0.01,3986.8,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,7,0.01,3968.2400000000002,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,8,0.01,3988.13,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,8,0.01,3966.9100000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,9,0.01,3989.4500000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,9,0.01,3965.59,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,10,0.01,3990.78,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,10,0.01,3964.26,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,11,0.06,3992.1,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,11,0.06,3962.94,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,12,0.06,3993.4300000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,12,0.06,3961.61,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,13,0.06,3994.76,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,13,0.06,3960.28,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,14,0.06,3996.08,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,14,0.06,3958.96,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,15,0.06,3997.4100000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,15,0.06,3957.63,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,16,0.06,3998.73,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,16,0.06,3956.31,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,17,0.06,4000.06,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,17,0.06,3954.98,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,18,0.06,4001.39,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,18,0.06,3953.65,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,19,0.06,4002.71,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,19,0.06,3952.33,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,20,0.06,4004.04,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,20,0.06,3951.0,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,21,0.15,4005.36,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,21,0.15,3949.6800000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,22,0.15,4006.69,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,22,0.15,3948.35,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,23,0.15,4008.01,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,23,0.15,3947.03,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,24,0.15,4009.34,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,24,0.15,3945.7000000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,25,0.15,4010.67,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,25,0.15,3944.37,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,26,0.15,4011.9900000000002,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,26,0.15,3943.05,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,27,0.15,4013.32,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,27,0.15,3941.7200000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,28,0.15,4014.64,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,28,0.15,3940.4,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,29,0.15,4015.9700000000003,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,29,0.15,3939.07,,,,,,
order_place,2026-07-16T20:35:25.056000,34,B,30,0.15,4017.3,,,,,,
order_place,2026-07-16T20:35:25.056000,34,S,30,0.15,3937.7400000000002,,,,,,
deploy,2026-07-16T20:35:25.056000,34,,,,,,,,,3977.52,1.32584
fill,2026-07-16T20:35:53.277000,34,B,1,0.01,3979.0649999999996,,,,,,
fill,2026-07-16T20:41:28.611000,34,B,2,0.01,3980.2549999999997,,,,,,
fill,2026-07-16T20:43:41.705000,34,B,3,0.01,3982.585,,,,,,
fill,2026-07-16T20:45:44.494000,34,B,4,0.01,3984.205,,,,,,
fill,2026-07-16T20:45:44.494000,34,B,5,0.01,3984.205,,,,,,
close,2026-07-16T20:52:37.339000,34,B,1,0.01,,3979.0649999999996,3982.73,3.665000000000419,sl,,
close,2026-07-16T20:52:37.339000,34,B,2,0.01,,3980.2549999999997,3981.4,1.1450000000004366,sl,,
fill,2026-07-16T21:06:24.167000,34,B,6,0.01,3985.495,,,,,,
close,2026-07-16T21:14:51.699000,34,B,3,0.01,,3982.585,3982.69,0.10500000000001819,sl,,
order_place,2026-07-16T21:30:33.638000,34,B,2,0.01,3980.17,,,,,,
order_place,2026-07-16T21:30:33.638000,34,B,3,0.01,3981.5,,,,,,
fill,2026-07-16T21:32:06.633000,34,S,1,0.01,3976.0550000000003,,,,,,
order_place,2026-07-16T21:32:06.633000,34,B,1,0.01,3978.85,,,,,,
fill,2026-07-16T21:34:22.053000,34,S,2,0.01,3974.6150000000002,,,,,,
fill,2026-07-16T21:35:15.722000,34,S,3,0.01,3973.3650000000002,,,,,,
fill,2026-07-16T21:35:24.622000,34,S,4,0.01,3971.9750000000004,,,,,,
fill,2026-07-16T21:35:29.365000,34,S,5,0.01,3970.7250000000004,,,,,,
fill,2026-07-16T21:38:15.299000,34,S,6,0.01,3969.2050000000004,,,,,,
close,2026-07-16T21:38:43.078000,34,S,1,0.01,,3976.0550000000003,3970.6800000000003,5.375,sl,,
close,2026-07-16T21:38:43.078000,34,S,2,0.01,,3974.6150000000002,3970.6800000000003,3.9349999999999454,sl,,
close,2026-07-16T21:38:43.078000,34,S,3,0.01,,3973.3650000000002,3970.6800000000003,2.6849999999999454,sl,,
order_place,2026-07-16T21:44:08.958000,34,S,2,0.01,3974.87,,,,,,
order_place,2026-07-16T21:44:08.958000,34,S,3,0.01,3973.54,,,,,,
fill,2026-07-16T21:45:16.574000,34,S,2,0.01,3974.7650000000003,,,,,,
fill,2026-07-16T21:48:45.782000,34,S,3,0.01,3973.465,,,,,,
fill,2026-07-16T21:54:20.789000,34,B,2,0.01,3981.595,,,,,,
fill,2026-07-16T21:54:20.789000,34,B,3,0.01,3981.595,,,,,,
fill,2026-07-16T21:54:20.789000,34,B,1,0.01,3981.595,,,,,,
order_place,2026-07-16T21:54:20.789000,34,S,1,0.01,3976.19,,,,,,
fill,2026-07-16T22:05:41.684000,34,S,1,0.01,3976.105,,,,,,
fill,2026-07-17T02:18:36.025000,34,B,7,0.01,3989.375,,,,,,
fill,2026-07-17T02:18:36.025000,34,B,8,0.01,3989.375,,,,,,
close,2026-07-17T02:24:43.838000,34,B,4,0.01,,3984.205,3987.9,3.695000000000164,sl,,
close,2026-07-17T02:24:43.838000,34,B,5,0.01,,3984.205,3987.9,3.695000000000164,sl,,
close,2026-07-17T02:24:43.838000,34,B,2,0.01,,3981.595,3987.9,6.305000000000291,sl,,
close,2026-07-17T02:24:43.838000,34,B,3,0.01,,3981.595,3987.9,6.305000000000291,sl,,
close,2026-07-17T02:24:43.838000,34,B,1,0.01,,3981.595,3987.9,6.305000000000291,sl,,
close,2026-07-17T02:27:38.737000,34,B,6,0.01,,3985.495,3986.57,1.0750000000002728,sl,,
order_place,2026-07-17T02:30:16.668000,34,B,5,0.01,3984.15,,,,,,
order_place,2026-07-17T02:30:16.668000,34,B,6,0.01,3985.48,,,,,,
order_place,2026-07-17T02:31:32.300000,34,B,4,0.01,3982.82,,,,,,
order_place,2026-07-17T02:31:32.300000,34,B,3,0.01,3981.5,,,,,,
fill,2026-07-17T02:32:16.345000,34,B,4,0.01,3984.145,,,,,,
fill,2026-07-17T02:32:16.345000,34,B,3,0.01,3984.145,,,,,,
fill,2026-07-17T02:32:42.165000,34,B,5,0.01,3984.245,,,,,,
fill,2026-07-17T02:46:10.152000,34,B,6,0.01,3986.535,,,,,,
fill,2026-07-17T02:58:31.338000,34,B,9,0.01,3990.375,,,,,,
fill,2026-07-17T02:59:38.961000,34,B,10,0.01,3991.685,,,,,,
close,2026-07-17T03:00:04.252000,34,B,4,0.01,,3984.145,3990.21,6.065000000000055,sl,,
close,2026-07-17T03:00:04.252000,34,B,3,0.01,,3984.145,3990.21,6.065000000000055,sl,,
close,2026-07-17T03:00:04.252000,34,B,5,0.01,,3984.245,3990.21,5.9650000000001455,sl,,
close,2026-07-17T03:00:04.252000,34,B,6,0.01,,3986.535,3990.21,3.6750000000001823,sl,,
fill,2026-07-17T03:06:16.405000,34,B,11,0.06,3993.0249999999996,,,,,,
fill,2026-07-17T03:06:28.644000,34,B,12,0.06,3994.4049999999997,,,,,,
close,2026-07-17T03:06:47.180000,34,B,7,0.01,,3989.375,3992.9300000000003,3.555000000000291,sl,,
close,2026-07-17T03:06:47.180000,34,B,8,0.01,,3989.375,3992.9300000000003,3.555000000000291,sl,,
close,2026-07-17T03:09:36.952000,34,B,9,0.01,,3990.375,3991.6,1.224999999999909,sl,,
fill,2026-07-17T03:17:43.917000,34,B,13,0.06,3995.685,,,,,,
close,2026-07-17T03:24:52.300000,34,B,10,0.01,,3991.685,3992.88,1.1950000000001637,sl,,
order_place,2026-07-17T03:27:57.154000,34,B,9,0.01,3989.4500000000003,,,,,,
order_place,2026-07-17T03:27:57.154000,34,B,10,0.01,3990.78,,,,,,
fill,2026-07-17T03:28:49.913000,34,B,9,0.01,3991.725,,,,,,
fill,2026-07-17T03:28:49.913000,34,B,10,0.01,3991.725,,,,,,
order_place,2026-07-17T03:48:28.101000,34,B,8,0.01,3988.13,,,,,,
order_place,2026-07-17T03:49:06.805000,34,B,7,0.01,3986.8,,,,,,
order_place,2026-07-17T03:50:08.681000,34,B,6,0.01,3985.48,,,,,,
order_place,2026-07-17T03:55:01.117000,34,B,2,0.01,3980.17,,,,,,
order_place,2026-07-17T03:55:01.117000,34,B,4,0.01,3982.82,,,,,,
order_place,2026-07-17T03:55:01.117000,34,B,3,0.01,3981.5,,,,,,
order_place,2026-07-17T03:55:01.117000,34,B,5,0.01,3984.15,,,,,,
fill,2026-07-17T04:00:01.634000,34,B,2,0.01,3983.725,,,,,,
fill,2026-07-17T04:00:01.634000,34,B,4,0.01,3983.725,,,,,,
fill,2026-07-17T04:00:01.634000,34,B,3,0.01,3983.725,,,,,,
fill,2026-07-17T04:01:58.703000,34,B,5,0.01,3984.625,,,,,,
order_place,2026-07-17T04:32:17.759000,34,B,1,0.01,3978.85,,,,,,
fill,2026-07-17T04:36:19.174000,34,B,1,0.01,3979.0449999999996,,,,,,
rescue_trigger,2026-07-17T04:37:49.465000,34,,,,,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,7,0.02,3968.2400000000002,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,8,0.02,3966.9100000000003,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,9,0.02,3965.59,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,10,0.02,3964.26,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,11,0.12,3962.94,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,12,0.12,3961.61,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,13,0.12,3960.28,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,14,0.12,3996.08,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,14,0.12,3958.96,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,15,0.12,3997.4100000000003,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,15,0.12,3957.63,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,16,0.12,3998.73,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,16,0.12,3956.31,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,17,0.12,4000.06,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,17,0.12,3954.98,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,18,0.12,4001.39,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,18,0.12,3953.65,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,19,0.12,4002.71,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,19,0.12,3952.33,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,20,0.12,4004.04,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,S,20,0.12,3951.0,,,,,,
order_modify,2026-07-17T04:37:49.465000,34,B,21,0.3,4005.36,,,,,,
