kind,t,cycle,side,lvl,vol,price,open_p,close_p,profit,reason,anchor,step
order_place,2026-07-14T00:01:03.220000,1,B,19,0.06,4029.17,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,19,0.06,3978.4500000000003,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,20,0.06,4030.5,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,20,0.06,3977.12,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,21,0.15,4031.84,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,21,0.15,3975.78,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,22,0.15,4033.17,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,22,0.15,3974.4500000000003,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,23,0.15,4034.51,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,23,0.15,3973.11,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,24,0.15,4035.84,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,24,0.15,3971.78,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,25,0.15,4037.1800000000003,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,25,0.15,3970.44,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,26,0.15,4038.51,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,26,0.15,3969.11,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,27,0.15,4039.84,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,27,0.15,3967.78,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,28,0.15,4041.1800000000003,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,28,0.15,3966.44,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,29,0.15,4042.51,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,29,0.15,3965.11,,,,,,
order_place,2026-07-14T00:01:03.220000,1,B,30,0.15,4043.85,,,,,,
order_place,2026-07-14T00:01:03.220000,1,S,30,0.15,3963.77,,,,,,
deploy,2026-07-14T00:01:03.220000,1,,,,,,,,,4003.81,1.3346033333333334
fill,2026-07-14T00:03:57.898000,1,S,1,0.01,4002.385,,,,,,
